Recipient,Party,Chamber,Coal Total,Hydro Total,Nuclear Total,Oil Total,Solar Total,Wind Total,Total,PAC Total,FEC Candidate ID,ID,Coal Ratio,Hydro Ratio,Nuclear Ratio,Oil Ratio,Solar Ratio,Wind Ratio
"Boozman, John",Republican,House,6000,2000,6000,11000,0,0,25000,25000.0,H2AR03176,B001236,0.24,0.08,0.24,0.44,0.0,0.0
"Thompson, Glenn",Republican,House,4500,7150,7150,15500,0,2000,36300,413347.75,H8PA05071,T000467,0.010886717056038166,0.017297783766816198,0.017297783766816198,0.037498692081909236,0.0,0.004838540913794741
"Ayotte, Kelly",Republican,Senate,8000,10000,5000,50500,0,2000,75500,1388591.0,S0NH00235,A000368,0.005761235669826464,0.0072015445872830805,0.0036007722936415403,0.036367800165779555,0.0,0.001440308917456616
"Guthrie, Brett",Republican,House,6500,3000,3000,8000,0,6000,26500,730714.16,H8KY02031,G000558,0.008895407199991854,0.004105572553842394,0.004105572553842394,0.010948193476913051,0.0,0.008211145107684788
"McCaskill, Claire",Democrat,Senate,11400,10000,15632,0,0,1000,38032,38032.0,S6MO00305,M001170,0.29974758098443416,0.26293647454774927,0.41102229701304166,0.0,0.0,0.026293647454774926
"Capito, Shelley Moore",Republican,House,13000,0,3000,10500,0,2000,28500,747129.67,H0WV02138,C001047,0.017399924701156626,0.0,0.0040153672387284525,0.014053785335549584,0.0,0.002676911492485635
"Lummis, Cynthia",Republican,House,18500,4000,5000,42000,0,2000,71500,405240.95,H8WY00148,L000571,0.0456518523115692,0.009870670770069017,0.01233833846258627,0.10364204308572468,0.0,0.0049353353850345085
"Shimkus, John",Republican,House,15000,25000,26000,36000,0,11500,113500,1290546.43,H2IL20042,S000364,0.011622983607029156,0.019371639345048593,0.020146504918850536,0.027895160656869974,0.0,0.008910954098722354
"Paul, Rand",Republican,Senate,9000,2000,2000,25000,0,2000,40000,40000.0,S0KY00156,P000603,0.225,0.05,0.05,0.625,0.0,0.05
"Barr, Andy",Republican,House,5000,0,0,10000,0,0,15000,173898.46,H0KY06104,B001282,0.02875241103342721,0.0,0.0,0.05750482206685442,0.0,0.0
"Lee, Mike",Republican,Senate,5000,0,0,17000,0,500,22500,438370.0,S0UT00165,L000577,0.011405890001596825,0.0,0.0,0.0387800260054292,0.0,0.0011405890001596824
"Thune, John",Republican,Senate,11000,17500,16500,60500,0,9500,115000,2012281.0,S2SD00068,T000250,0.005466433365916589,0.008696598536685482,0.008199650048874884,0.03006538351254124,0.0,0.0047210106342006905
"Hoeven, John",Republican,Senate,28000,12500,12500,70500,0,4500,128000,1237603.0,S0ND00093,H001061,0.022624379546591272,0.010100169440442532,0.010100169440442532,0.056964955644095885,0.0,0.003636060998559312
"Isakson, Johnny",Republican,Senate,7000,12500,13500,52500,0,15500,101000,2338047.0,S6GA00119,I000055,0.002993951789677453,0.005346342481566881,0.005774049880092231,0.022454638422580896,0.0,0.006629464677142932
"Murkowski, Lisa",Independent,Senate,10500,50500,63500,102000,1000,9000,236500,1772682.0,S4AK00099,M001153,0.0059232281932123185,0.028487907024497345,0.03582142764466498,0.057539931019776815,0.0005641169707821256,0.0050770527370391305
"Gardner, Cory",Republican,House,8000,5000,5000,47500,0,0,65500,65500.0,S4CO00395,G000562,0.12213740458015267,0.07633587786259542,0.07633587786259542,0.7251908396946565,0.0,0.0
"Shelby, Richard C",Republican,Senate,3500,12000,15000,30500,0,7500,68500,1671200.0,S6AL00013,S000320,0.0020943034944949737,0.007180469123982767,0.00897558640497846,0.0182503590234562,0.0,0.00448779320248923
"Barrasso, John A",Republican,Senate,3000,17500,17500,2000,0,3000,43000,43000.0,S6WY00068,B001261,0.06976744186046512,0.4069767441860465,0.4069767441860465,0.046511627906976744,0.0,0.06976744186046512
"Upton, Fred",Republican,House,10000,43500,56000,56000,0,5000,170500,1352358.3,H6MI04113,U000031,0.007394490054891518,0.0321660317387781,0.0414091443073925,0.0414091443073925,0.0,0.003697245027445759
"Bishop, Rob",Republican,House,3000,0,0,12500,0,0,15500,168450.0,H2UT01094,B001250,0.017809439002671415,0.0,0.0,0.07420599584446423,0.0,0.0
"Luetkemeyer, Blaine",Republican,House,3000,10000,13000,3000,0,0,29000,552936.76,H8MO09153,L000569,0.005425575250232956,0.018085250834109855,0.02351082608434281,0.005425575250232956,0.0,0.0
"Hartzler, Vicky",Republican,House,3000,1000,3500,5000,0,0,12500,269919.59,H0MO04086,H001053,0.011114421150387787,0.0037048070501292624,0.012966824675452418,0.01852403525064631,0.0,0.0
"Pearce, Steve",Republican,House,4000,2000,2000,51250,0,0,59250,465405.14,H2NM02126,P000588,0.00859466227639858,0.00429733113819929,0.00429733113819929,0.1101191104163568,0.0,0.0
"Hultgren, Randy",Republican,House,3000,0,0,11000,0,1000,15000,364091.62,H0IL14080,H001059,0.008239684286059647,0.0,0.0,0.030212175715552035,0.0,0.0027465614286865487
"Blackburn, Marsha",Republican,House,3000,2500,2500,36500,0,7000,51500,858546.36,H2TN06030,B001243,0.003494278398664459,0.002911898665553716,0.002911898665553716,0.04251372051708425,0.0,0.008153316263550404
"Chaffetz, Jason",Republican,House,2500,0,0,12000,0,1000,15500,370384.19,H8UT03089,C001076,0.006749748146647404,0.0,0.0,0.03239879110390754,0.0,0.002699899258658962
"Barton, Joe",Republican,House,9000,47500,67000,70000,0,4500,198000,1175517.27,H4TX06117,B000213,0.007656203979036395,0.04040774322269208,0.05699618517727094,0.05954825317028307,0.0,0.0038281019895181974
"Moran, Jerry",Republican,House,2000,1000,10000,40000,0,2000,55000,55000.0,H6KS01096,M000934,0.03636363636363636,0.01818181818181818,0.18181818181818182,0.7272727272727273,0.0,0.03636363636363636
"Kinzinger, Adam",Republican,House,2000,2000,2000,11000,0,1000,18000,458074.51,H0IL11052,K000378,0.00436610192520863,0.00436610192520863,0.00436610192520863,0.024013560588647467,0.0,0.002183050962604315
"Smith, Adrian",Republican,House,2000,0,0,5500,0,0,7500,496633.95,H6NE03115,S001172,0.004027110913379965,0.0,0.0,0.011074555011794903,0.0,0.0
"Stivers, Steve",Republican,House,5000,11000,17000,24500,0,1000,58500,1122451.93,H8OH15076,S001187,0.0044545337456010255,0.009799974240322256,0.015145414735043487,0.021827215353445027,0.0,0.0008909067491202051
"Stabenow, Debbie",Democrat,Senate,2000,16500,14500,1000,0,2000,36000,36000.0,S8MI00281,S000770,0.05555555555555555,0.4583333333333333,0.4027777777777778,0.027777777777777776,0.0,0.05555555555555555
"Graves, Sam",Republican,House,2000,9000,13500,8500,0,2000,35000,770637.55,H0MO06073,G000546,0.0025952537609930893,0.011678641924468902,0.01751796288670335,0.011029828484220629,0.0,0.0025952537609930893
"Heller, Dean",Republican,House,2000,2000,2000,7000,0,8000,21000,21000.0,S2NV00183,H001041,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.3333333333333333,0.0,0.38095238095238093
"Long, Billy",Republican,House,2000,0,0,2000,0,0,4000,192800.0,H0MO07113,L000576,0.01037344398340249,0.0,0.0,0.01037344398340249,0.0,0.0
"Hatch, Orrin G",Republican,Senate,1000,0,0,3000,0,10500,14500,14500.0,S6UT00063,H000338,0.06896551724137931,0.0,0.0,0.20689655172413793,0.0,0.7241379310344828
"Peters, Gary",Democrat,House,2000,10000,10000,0,0,5000,27000,27000.0,S4MI00355,P000595,0.07407407407407407,0.37037037037037035,0.37037037037037035,0.0,0.0,0.18518518518518517
"Bucshon, Larry",Republican,House,1000,1000,1000,6500,0,0,9500,453467.87,H0IN08114,B001275,0.0022052279029162528,0.0022052279029162528,0.0022052279029162528,0.014333981368955645,0.0,0.0
"Peterson, Collin",Democrat,House,1000,7250,8750,9500,0,0,26500,930150.0,H2MN07014,P000258,0.0010750954147180562,0.007794441756705908,0.009407084878782992,0.010213406439821535,0.0,0.0
"Coffman, Mike",Republican,House,1000,3000,3000,17000,0,0,24000,286870.19,H8CO06138,C001077,0.003485897227592731,0.010457691682778193,0.010457691682778193,0.05926025286907643,0.0,0.0
"Hensarling, Jeb",Republican,House,1000,2000,12000,19000,0,1000,35000,689459.72,H2TX05121,H001036,0.0014504110551955087,0.0029008221103910175,0.017404932662346106,0.027557810048714666,0.0,0.0014504110551955087
"Fleming, John",Republican,House,1000,2000,5400,16500,0,1000,25900,385302.36,H8LA04225,F000456,0.002595364326343602,0.005190728652687204,0.014014967362255451,0.04282351138466944,0.0,0.002595364326343602
"Vitter, David",Republican,Senate,6000,13000,17500,83500,0,8000,128000,128000.0,H0LA01079,V000127,0.046875,0.1015625,0.13671875,0.65234375,0.0,0.0625
"Murphy, Tim",Republican,House,8000,16500,20500,43900,0,8000,96900,1037775.17,H2PA18143,M001151,0.007708798814294236,0.015899397554481862,0.019753796961628982,0.042302033493439625,0.0,0.007708798814294236
"McCaul, Michael",Republican,House,1000,0,4000,29500,0,2000,36500,489851.12,H4TX10093,M001157,0.0020414365899581897,0.0,0.008165746359832759,0.060222379403766596,0.0,0.004082873179916379
"Boustany, Charles Jr",Republican,House,1000,2000,3000,36500,0,5000,47500,47500.0,H4LA07029,B001255,0.021052631578947368,0.042105263157894736,0.06315789473684211,0.7684210526315789,0.0,0.10526315789473684
"Stutzman, Marlin",Republican,House,1000,2000,4000,4500,0,0,11500,12050.0,S0IN00095,S001188,0.08298755186721991,0.16597510373443983,0.33195020746887965,0.37344398340248963,0.0,0.0
"Nunes, Devin",Republican,House,1000,3000,3000,30500,0,3500,41000,737981.98,H8CA20059,N000181,0.0013550466367756027,0.004065139910326808,0.004065139910326808,0.04132892242165588,0.0,0.004742663228714609
"Sessions, Pete",Republican,House,1000,7000,19700,48500,0,6000,82200,1031526.4,H2TX03126,S000250,0.0009694371370427359,0.006786059959299151,0.019097911599741897,0.04701770114657269,0.0,0.005816622822256415
"Simpson, Mike",Republican,House,1000,5000,5000,16500,0,2000,29500,524574.19,H8ID02064,S001148,0.0019063080476757733,0.009531540238378867,0.009531540238378867,0.03145408278665026,0.0,0.0038126160953515465
"Miller, Candice S",Republican,House,1000,10000,10000,0,0,0,21000,483485.1,H6MI12181,M001150,0.0020683160659966567,0.020683160659966563,0.020683160659966563,0.0,0.0,0.0
"Benishek, Dan",Republican,House,1000,8500,8500,17000,0,0,35000,501166.17,H0MI01088,B001271,0.0019953461743038243,0.016960442481582506,0.016960442481582506,0.03392088496316501,0.0,0.0
"Duncan, John J Jr",Republican,House,1000,0,0,4000,0,3000,8000,396063.79,H8TN02069,D000533,0.0025248458082976987,0.0,0.0,0.010099383233190795,0.0,0.0075745374248930965
"Calvert, Ken",Republican,House,1000,0,1000,10000,0,2000,14000,704833.25,H2CA37023,C000059,0.0014187752918864143,0.0,0.0014187752918864143,0.014187752918864142,0.0,0.0028375505837728286
"Young, Don",Republican,House,1000,0,0,21000,0,0,22000,341854.57,H6AK00045,Y000033,0.002925220511166488,0.0,0.0,0.06142963073449625,0.0,0.0
"Fleischmann, Chuck",Republican,House,1000,0,0,0,0,0,1000,248918.0,H0TN03254,F000459,0.004017387252026772,0.0,0.0,0.0,0.0,0.0
"Tester, Jon",Democrat,Senate,1000,5000,5000,0,0,1000,12000,12000.0,S6MT00162,T000464,0.08333333333333333,0.4166666666666667,0.4166666666666667,0.0,0.0,0.08333333333333333
"Doyle, Mike",Democrat,House,1500,22500,24500,0,0,1000,49500,49500.0,H4PA18131,D000482,0.030303030303030304,0.45454545454545453,0.494949494949495,0.0,0.0,0.020202020202020204
"Casey, Bob",Democrat,Senate,1000,12500,12500,0,0,1000,27000,27000.0,S6PA00217,C001070,0.037037037037037035,0.46296296296296297,0.46296296296296297,0.0,0.0,0.037037037037037035
"Shuster, Bill",Republican,House,1000,12000,13000,8500,0,1000,35500,499299.73,H2PA09035,S001154,0.002002805008526642,0.024033660102319703,0.026036465110846344,0.017023842572476456,0.0,0.002002805008526642
"Renacci, Jim",Republican,House,10000,1000,1000,16000,0,0,28000,378880.0,H0OH16097,R000586,0.026393581081081082,0.002639358108108108,0.002639358108108108,0.04222972972972973,0.0,0.0
"Foxx, Virginia",Republican,House,4000,4000,4000,1000,0,0,13000,249722.4,H4NC05146,F000450,0.016017786149740674,0.016017786149740674,0.016017786149740674,0.0040044465374351685,0.0,0.0
"Hoyer, Steny H",Democrat,House,2500,66500,80500,10000,0,14000,173500,2857030.0,H2MD05155,H000874,0.0008750345638652726,0.023275919398816253,0.02817611295646178,0.0035001382554610905,0.0,0.004900193557645527
"Reid, Harry",Democrat,Senate,2000,0,3500,12500,2000,11000,31000,3513434.0,S6NV00028,R000146,0.0005692436516524859,0.0,0.0009961763903918502,0.0035577728228280365,0.0005692436516524859,0.0031308400840886724
"Brown, Sherrod",Democrat,Senate,1000,7400,12400,0,0,2000,22800,22800.0,H2OH13033,B000944,0.043859649122807015,0.32456140350877194,0.543859649122807,0.0,0.0,0.08771929824561403
"Clay, William L Jr",Democrat,House,0,9500,9500,0,0,0,19000,456954.14,H0MO01066,C001049,0.0,0.020789832432637552,0.020789832432637552,0.0,0.0,0.0
"Davis, Danny K",Democrat,House,0,5000,5000,0,0,2000,12000,427747.25,H4IL07037,D000096,0.0,0.011689145868266833,0.011689145868266833,0.0,0.0,0.004675658347306733
"Clyburn, James E",Democrat,House,0,50000,69498,8000,0,15000,142498,2157839.64,H2SC02042,C000537,0.0,0.023171323333368736,0.03220721258044921,0.003707411733338998,0.0,0.0069513970000106215
"Roskam, Peter",Republican,House,0,4000,6000,14000,0,7000,31000,1065424.69,H6IL06117,R000580,0.0,0.003754371414088405,0.005631557121132607,0.013140299949309417,0.0,0.0065701499746547085
"McConnell, Mitch",Republican,Senate,0,10500,10500,4500,0,1500,27000,27000.0,S2KY00012,M000355,0.0,0.3888888888888889,0.3888888888888889,0.16666666666666666,0.0,0.05555555555555555
"Green, Gene",Democrat,House,0,13000,29375,36500,0,3500,82375,818397.47,H2TX29030,G000410,0.0,0.015884702087361046,0.035893317216633136,0.04459935586066756,0.0,0.00427665056198182
"Frelinghuysen, Rodney",Republican,House,0,9000,11000,1000,0,10000,31000,466700.0,H2NJ05014,F000372,0.0,0.01928433683308335,0.023569745018212986,0.002142704092564817,0.0,0.021427040925648167
"Rush, Bobby L",Democrat,House,0,5000,7000,0,0,3500,15500,449051.24,H2IL01042,R000515,0.0,0.011134586779005444,0.01558842149060762,0.0,0.0,0.00779421074530381
"Levin, Sander",Democrat,House,0,18000,17000,9400,0,9000,53400,1394016.34,H2MI17023,L000263,0.0,0.01291233071199151,0.01219497900576976,0.006743106038484456,0.0,0.006456165355995755
"Graham, Lindsey",Republican,Senate,0,13000,16500,0,0,2000,31500,31500.0,S0SC00149,G000359,0.0,0.4126984126984127,0.5238095238095238,0.0,0.0,0.06349206349206349
"Rangel, Charles B",Democrat,House,0,4500,6500,2000,0,7000,20000,1020500.0,H6NY19029,R000053,0.0,0.004409603135717786,0.006369426751592357,0.0019598236158745713,0.0,0.006859382655560999
"Thompson, Bennie G",Democrat,House,0,24000,27500,7000,0,7000,65500,1077057.55,H4MS02068,T000193,0.0,0.022282931863761596,0.025532526093893497,0.006499188460263799,0.0,0.006499188460263799
"Neal, Richard E",Democrat,House,0,24000,23500,2000,0,10000,59500,1474021.03,H8MA02041,N000015,0.0,0.01628199293737349,0.01594278475117821,0.0013568327447811242,0.0,0.006784163723905621
"Lucas, Frank D",Republican,House,0,1000,1000,24500,0,2000,28500,683897.22,H4OK06056,L000491,0.0,0.0014622080200881649,0.0014622080200881649,0.035824096492160035,0.0,0.0029244160401763297
"Warner, Mark",Democrat,Senate,0,2000,3000,0,0,0,5000,5000.0,S6VA00093,W000805,0.0,0.4,0.6,0.0,0.0,0.0
"Meeks, Gregory W",Democrat,House,0,1500,5000,1000,0,5000,12500,633997.79,H8NY06048,M001137,0.0,0.002365938846569165,0.007886462821897217,0.0015772925643794435,0.0,0.007886462821897217
"Huizenga, Bill",Republican,House,0,7500,7500,2500,0,0,17500,219057.99,H0MI02094,H001058,0.0,0.03423750943756948,0.03423750943756948,0.011412503145856493,0.0,0.0
"Rogers, Mike",Republican,House,0,12000,18000,18000,0,7000,55000,469250.0,H2AL03032,R000575,0.0,0.02557272242940863,0.038359083644112946,0.038359083644112946,0.0,0.014917421417155035
"McCain, John",Republican,Senate,0,36000,38500,23500,0,10000,108000,970550.0,S6AZ00019,M000303,0.0,0.037092370305496884,0.03966822935448972,0.024213075060532687,0.0,0.010303436195971356
"Bennet, Michael",Democrat,Senate,0,15500,23000,16000,3000,10000,67500,2023779.0,S0CO00211,B001267,0.0,0.007658939044233585,0.011364877291443384,0.00790600159404757,0.0014823752988839195,0.004941250996279732
"Conyers, John Jr",Democrat,House,0,4000,4000,0,0,6500,14500,579403.04,H6MI01028,C000714,0.0,0.006903657253852172,0.006903657253852172,0.0,0.0,0.011218443037509778
"Amash, Justin",Republican,House,0,4500,4500,1000,0,1000,11000,174468.0,H0MI03126,A000367,0.0,0.025792695508631957,0.025792695508631957,0.005731710113029324,0.0,0.005731710113029324
"Walberg, Tim",Republican,House,0,2500,2500,19000,0,0,24000,434981.72,H4MI07103,W000798,0.0,0.005747367958359262,0.005747367958359262,0.04367999648353039,0.0,0.0
"Ryan, Paul",Republican,House,0,15000,14000,19000,0,6000,54000,1244287.05,H8WI01024,R000570,0.0,0.012055096129144799,0.011251423053868477,0.015269788430250078,0.0,0.004822038451657919
"Dent, Charlie",Republican,House,0,14000,14000,26000,0,6000,60000,1092300.0,H4PA15087,D000604,0.0,0.012816991668955415,0.012816991668955415,0.023802984528060057,0.0,0.005492996429552321
"Murphy, Christopher S",Democrat,House,0,20500,12500,0,0,12000,45000,1015449.0,H6CT05124,M001169,0.0,0.020188113829448844,0.01230982550576149,0.0,0.0,0.011817432485531031
"Crowley, Joseph",Democrat,House,0,16500,17500,2000,0,8000,44000,1379824.75,H8NY07046,C001038,0.0,0.011958040323599066,0.012682770040180827,0.0014494594331635232,0.0,0.005797837732654093
"Mikulski, Barbara A",Democrat,Senate,0,1000,1000,0,0,6000,8000,1349573.0,S6MD00140,M000702,0.0,0.0007409751084231827,0.0007409751084231827,0.0,0.0,0.004445850650539097
"Becerra, Xavier",Democrat,House,0,3000,3000,0,0,7500,13500,1105550.0,H2CA30143,B000287,0.0,0.0027135814752837955,0.0027135814752837955,0.0,0.0,0.006783953688209488
"Larsen, Rick",Democrat,House,0,1000,1000,7000,0,7500,16500,1119805.43,H0WA02080,L000560,0.0,0.00089301227982079,0.00089301227982079,0.00625108595874553,0.0,0.006697592098655925
"Klobuchar, Amy",Democrat,Senate,0,10000,13000,0,0,2000,25000,25000.0,S6MN00267,K000367,0.0,0.4,0.52,0.0,0.0,0.08
"Murray, Patty",Democrat,Senate,0,5500,5500,1000,0,8000,20000,2360201.0,S2WA00189,M001111,0.0,0.002330310003258197,0.002330310003258197,0.00042369272786512677,0.0,0.003389541822921014
"Scalise, Steve",Republican,House,0,11500,15000,41500,0,1000,69000,522513.63,H0LA01087,S001176,0.0,0.022008995248602413,0.028707385106872714,0.07942376546234785,0.0,0.0019138256737915142
"Shaheen, Jeanne",Democrat,Senate,0,10000,6500,0,0,0,16500,16500.0,S0NH00219,S001181,0.0,0.6060606060606061,0.3939393939393939,0.0,0.0,0.0
"Larson, John B",Democrat,House,0,8000,6000,5000,0,9000,28000,1050815.92,H8CT01046,L000557,0.0,0.007613131708168259,0.005709848781126194,0.004758207317605162,0.0,0.00856477317168929
"Crawford, Rick",Republican,House,0,3000,3000,14000,0,0,20000,333538.8,H0AR01083,C001087,0.0,0.008994455817434134,0.008994455817434134,0.04197412714802596,0.0,0.0
"Reed, Tom",Republican,House,0,1000,1000,14750,0,1000,17750,351247.25,H0NY29054,R000585,0.0,0.0028469973786271635,0.0028469973786271635,0.04199321133475066,0.0,0.0028469973786271635
"Burgess, Michael",Republican,House,0,4000,13500,33000,0,4000,54500,758150.0,H2TX26093,B001248,0.0,0.0052760007914001185,0.017806502670975402,0.04352700652905098,0.0,0.0052760007914001185
"McCarthy, Kevin",Republican,House,0,8500,9500,32500,0,5000,55500,1260327.72,H6CA22125,M001165,0.0,0.006744277591545792,0.007537722014080592,0.02578694373238097,0.0,0.003967222112673995
"Yoder, Kevin",Republican,House,0,1000,9000,20750,0,0,30750,566347.15,H0KS03137,Y000063,0.0,0.0017657014783247342,0.01589131330492261,0.036638305675238236,0.0,0.0
"Kind, Ron",Democrat,House,0,13000,15000,1000,0,7000,36000,1223748.98,H6WI03099,K000188,0.0,0.010623093634774674,0.012257415732432317,0.0008171610488288211,0.0,0.005720127341801748
"Ryan, Tim",Democrat,House,0,14000,23500,0,0,8000,45500,628746.37,H2OH17109,R000577,0.0,0.022266530143148184,0.03737596131171302,0.0,0.0,0.01272373151037039
"Edwards, Donna",Democrat,House,0,1000,1000,0,0,0,2000,331715.95,H6MD04183,E000290,0.0,0.0030146274244575817,0.0030146274244575817,0.0,0.0,0.0
"Himes, Jim",Democrat,House,0,13000,5000,1000,0,10000,29000,1245496.29,H8CT04172,H001047,0.0,0.010437606361717866,0.004014463985276102,0.0008028927970552205,0.0,0.008028927970552205
"Walden, Greg",Republican,House,0,19250,22250,36500,0,5500,83500,1010397.7,H6OR02116,W000791,0.0,0.019051904017596242,0.022021031916442408,0.036124389435961704,0.0,0.00544340114788464
"Black, Diane",Republican,House,0,2000,2000,5500,0,0,9500,380600.62,H0TN06257,B001273,0.0,0.005254852186000117,0.005254852186000117,0.014450843511500323,0.0,0.0
"McHenry, Patrick",Republican,House,0,5500,5500,4500,0,4500,20000,550372.73,H4NC10047,M001156,0.0,0.009993227680448484,0.009993227680448484,0.008176277193094215,0.0,0.008176277193094215
"Boxer, Barbara",Democrat,Senate,0,7000,13000,0,0,6000,26000,26000.0,P80003247,B000711,0.0,0.2692307692307692,0.5,0.0,0.0,0.23076923076923078
"Mulvaney, Mick",Republican,House,0,2500,2500,5750,0,0,10750,261910.0,H0SC05031,M001182,0.0,0.009545263640181741,0.009545263640181741,0.021954106372418007,0.0,0.0
"Tiberi, Pat",Republican,House,0,20000,30000,5000,0,5000,60000,1729416.92,H0OH12062,T000462,0.0,0.011564591376843937,0.017346887065265906,0.0028911478442109843,0.0,0.0028911478442109843
"Gowdy, Trey",Republican,House,0,2500,2500,11000,0,1000,17000,197436.85,H0SC04257,G000566,0.0,0.012662276570964337,0.012662276570964337,0.05571401691224308,0.0,0.005064910628385735
"Lee, Barbara",Democrat,House,0,2000,2000,3000,0,6000,13000,423781.19,H8CA09060,L000551,0.0,0.0047194166404601395,0.0047194166404601395,0.007079124960690209,0.0,0.014158249921380418
"Lewis, John",Democrat,House,0,6500,6500,0,0,1000,14000,677622.47,H6GA05217,L000287,0.0,0.009592361953404526,0.009592361953404526,0.0,0.0,0.0014757479928314656
"Fudge, Marcia L",Democrat,House,0,3000,3000,0,0,8500,14500,412611.56,H8OH11141,F000455,0.0,0.007270760906456426,0.007270760906456426,0.0,0.0,0.020600489234959874
"Rokita, Todd",Republican,House,0,1000,1000,4500,0,0,6500,291238.25,H0IN04170,R000592,0.0,0.003433614918370097,0.003433614918370097,0.015451267132665439,0.0,0.0
"Cummings, Elijah E",Democrat,House,0,1000,1000,1000,0,0,3000,447022.72,H6MD07160,C000984,0.0,0.002237022762511937,0.002237022762511937,0.002237022762511937,0.0,0.0
"Jones, Walter B Jr",Republican,House,0,1000,1000,0,0,0,2000,318530.0,H2NC01081,J000255,0.0,0.0031394217185194487,0.0031394217185194487,0.0,0.0,0.0
"Price, David",Democrat,House,0,1000,1000,0,0,8000,10000,437250.0,H6NC04037,P000523,0.0,0.002287021154945683,0.002287021154945683,0.0,0.0,0.018296169239565466
"Pelosi, Nancy",Democrat,House,0,3500,6000,10000,0,8000,27500,1548100.0,H8CA05035,P000197,0.0,0.002260835863316323,0.0038757186228279825,0.006459531038046638,0.0,0.00516762483043731
"Latta, Robert E",Republican,House,0,11000,20000,6500,0,2000,39500,318996.74,H8OH05036,L000566,0.0,0.034483111018626715,0.06269656548841221,0.020376383783733965,0.0,0.00626965654884122
"Scott, Tim",Republican,House,0,1000,1000,7500,0,1000,10500,386289.12,H0SC01279,S001184,0.0,0.0025887345726951874,0.0025887345726951874,0.019415509295213906,0.0,0.0025887345726951874
"Nelson, Bill",Democrat,Senate,0,5000,7000,0,0,3500,15500,15500.0,S8FL00166,N000032,0.0,0.3225806451612903,0.45161290322580644,0.0,0.0,0.22580645161290322
"Gillibrand, Kirsten",Democrat,Senate,0,12000,16000,15500,0,12000,55500,55500.0,H6NY20167,G000555,0.0,0.21621621621621623,0.2882882882882883,0.27927927927927926,0.0,0.21621621621621623
