Recipient,Party,Chamber,Coal Total,Hydro Total,Nuclear Total,Oil Total,Solar Total,Wind Total,Total,PAC Total,FEC Candidate ID,ID,Coal Ratio,Hydro Ratio,Nuclear Ratio,Oil Ratio,Solar Ratio,Wind Ratio
"Stabenow, Debbie",Democrat,Senate,0,5500,5500,0,0,2000,13000,13000.0,S8MI00281,S000770,0.0,0.4230769230769231,0.4230769230769231,0.0,0.0,0.15384615384615385
"Kildee, Dan",Democrat,House,0,10000,10000,0,0,4000,24000,635512.54,H2MI05119,K000380,0.0,0.015735330730059238,0.015735330730059238,0.0,0.0,0.006294132292023694
"Bishop, Mike",Republican,House,0,11000,13000,17000,0,0,41000,909834.23,H4MI08135,B001293,0.0,0.012090114481623757,0.014288317114646258,0.01868472238069126,0.0,0.0
"Conyers, John Jr",Democrat,House,0,10000,10000,0,0,0,20000,439746.27,H6MI01028,C000714,0.0,0.022740386177692876,0.022740386177692876,0.0,0.0,0.0
"Lawrence, Brenda",Democrat,House,0,9000,9000,0,0,1000,19000,517751.09,H2MI14111,L000581,0.0,0.017382870212788927,0.017382870212788927,0.0,0.0,0.0019314300236432142
"Ayotte, Kelly",Republican,Senate,0,35500,40500,88000,1000,9000,174000,3125102.0,S0NH00235,A000368,0.0,0.011359629221702203,0.01295957699940674,0.02815908088759983,0.00031998955554090713,0.0028799059998681643
"Trott, Dave",Republican,House,0,6000,6000,4000,0,2500,18500,392721.13,H4MI11097,T000475,0.0,0.015278016744349865,0.015278016744349865,0.010185344496233243,0.0,0.006365840310145777
"Moolenaar, John",Republican,House,0,8000,8000,4500,0,7000,27500,530705.42,H4MI04126,M001194,0.0,0.015074276045645058,0.015074276045645058,0.008479280275675344,0.0,0.013189991539939425
"Schumer, Charles E",Democrat,Senate,0,18500,21000,4500,1000,16000,61000,3479053.0,S8NY00082,S000148,0.0,0.005317538996962679,0.006036125347903582,0.0012934554316936246,0.00028743454037636105,0.004598952646021777
"Mitchell, Paul",Republican,House,0,5000,5000,2500,0,0,12500,208450.0,H4MI04118,M001201,0.0,0.023986567522187575,0.023986567522187575,0.011993283761093787,0.0,0.0
"Doyle, Mike",Democrat,House,0,32000,32500,12500,0,0,77000,667012.12,H4PA18131,D000482,0.0,0.047975140241829486,0.04872475180810808,0.018740289156964643,0.0,0.0
"Green, Gene",Democrat,House,0,15000,23000,27000,0,9500,74500,1282583.44,H2TX29030,G000410,0.0,0.011695145541564143,0.01793255649706502,0.021051261974815456,0.0,0.00740692550965729
"Lee, Barbara",Democrat,House,0,5500,5500,0,0,1000,12000,330440.0,H8CA09060,L000551,0.0,0.016644474034620507,0.016644474034620507,0.0,0.0,0.0030262680062946375
"Kind, Ron",Democrat,House,0,17000,20000,0,0,10000,47000,1670206.28,H6WI03099,K000188,0.0,0.010178383474884312,0.011974568793981543,0.0,0.0,0.005987284396990772
"Delaney, John K",Democrat,House,0,3500,3500,0,0,2500,9500,680850.0,H2MD06195,D000620,0.0,0.005140633032239113,0.005140633032239113,0.0,0.0,0.003671880737313652
"Richmond, Cedric",Democrat,House,0,22500,22500,35000,0,5000,85000,1001988.28,H8LA02054,R000588,0.0,0.022455352471787395,0.022455352471787395,0.034930548289447055,0.0,0.004990078327063865
"Rush, Bobby L",Democrat,House,0,21500,18500,1500,0,4000,45500,468200.0,H2IL01042,R000515,0.0,0.045920546774882526,0.039513028620247755,0.0032037590773173856,0.0,0.00854335753951303
"Peters, Gary",Democrat,Senate,0,4500,4500,0,0,0,9000,9000.0,S4MI00355,P000595,0.0,0.5,0.5,0.0,0.0,0.0
"Murphy, Christopher S",Democrat,Senate,0,3500,2500,0,0,3500,9500,9500.0,H6CT05124,M001169,0.0,0.3684210526315789,0.2631578947368421,0.0,0.0,0.3684210526315789
"Duffy, Sean P",Republican,House,0,19500,18500,13500,0,1000,52500,1179747.98,H0WI07051,D000614,0.0,0.016528953921158652,0.015681315258535132,0.01144312194541753,0.0,0.0008476386626235207
"Hensarling, Jeb",Republican,House,0,2500,7000,34500,0,0,44000,1256110.44,H2TX05121,H001036,0.0,0.001990270855483058,0.005572758395352562,0.027465737805666197,0.0,0.0
"Ryan, Tim",Democrat,House,0,13000,13000,8500,0,6000,40500,549909.1,H2OH17109,R000577,0.0,0.023640270728380382,0.023640270728380382,0.015457100091633327,0.0,0.010910894182329408
"Brown, Sherrod",Democrat,Senate,0,8500,9500,0,0,2000,20000,20000.0,H2OH13033,B000944,0.0,0.425,0.475,0.0,0.0,0.1
"Kaptur, Marcy",Democrat,House,0,15500,15500,0,2000,6000,39000,589693.49,H2OH09031,K000009,0.0,0.026284841638662147,0.026284841638662147,0.0,0.0033915924695047932,0.01017477740851438
"Kirkpatrick, Ann",Democrat,House,0,4500,4500,5000,0,0,14000,207500.0,H8AZ01104,K000368,0.0,0.021686746987951807,0.021686746987951807,0.024096385542168676,0.0,0.0
"Maloney, Carolyn B",Democrat,House,0,1500,1500,0,0,3000,6000,796320.0,H2NY14037,M000087,0.0,0.0018836648583484027,0.0018836648583484027,0.0,0.0,0.0037673297166968055
"Edwards, Donna",Democrat,House,0,1500,1500,0,0,0,3000,3000.0,H6MD04183,E000290,0.0,0.5,0.5,0.0,0.0,0.0
"Byrne, Bradley",Republican,House,0,12500,12500,18000,0,5000,48000,843200.0,H4AL01123,B001289,0.0,0.014824478178368121,0.014824478178368121,0.021347248576850095,0.0,0.005929791271347249
"Welch, Peter",Democrat,House,0,10000,8000,0,0,10500,28500,722727.64,H6VT00160,W000800,0.0,0.013836470956057527,0.011069176764846022,0.0,0.0,0.014528294503860402
"Stefanik, Elise",Republican,House,0,8000,8000,35500,0,11000,62500,1447544.95,H4NY21079,S001196,0.0,0.005526598673153466,0.005526598673153466,0.024524281612118504,0.0,0.007599073175586016
"Baldwin, Tammy",Democrat,Senate,0,2000,4000,0,0,2000,8000,8000.0,H8WI00018,B001230,0.0,0.25,0.5,0.0,0.0,0.25
"Graham, Gwen",Democrat,House,0,6000,6000,4500,0,3000,19500,793597.0,H4FL02062,G000575,0.0,0.007560512451533965,0.007560512451533965,0.005670384338650474,0.0,0.0037802562257669824
"Neal, Richard E",Democrat,House,0,3000,3500,0,0,10000,16500,1327151.17,H8MA02041,N000015,0.0,0.002260480997051753,0.0026372278298937117,0.0,0.0,0.007534936656839176
"Crowley, Joseph",Democrat,House,0,22000,24000,0,0,10000,56000,1650758.09,H8NY07046,C001038,0.0,0.013327210166814932,0.014538774727434471,0.0,0.0,0.006057822803097697
"Collins, Chris",Republican,House,0,2000,2000,14500,0,10500,29000,770455.0,H8NY29032,C001092,0.0,0.0025958686750037316,0.0025958686750037316,0.018820047893777055,0.0,0.013628310543769591
"Hatch, Orrin G",Republican,Senate,0,10000,10000,14000,0,3000,37000,37000.0,S6UT00063,H000338,0.0,0.2702702702702703,0.2702702702702703,0.3783783783783784,0.0,0.08108108108108109
"Jenkins, Lynn",Republican,House,0,4000,8500,34000,0,10000,56500,1371972.0,H8KS02090,J000290,0.0,0.0029155113952762882,0.006195461714962113,0.024781846859848453,0.0,0.0072887784881907215
"Heinrich, Martin",Democrat,Senate,0,6000,9000,4000,2500,1000,22500,22500.0,H8NM01224,H001046,0.0,0.26666666666666666,0.4,0.17777777777777778,0.1111111111111111,0.044444444444444446
"Sewell, Terri A",Democrat,House,0,14000,14000,1500,0,3500,33000,1263095.0,H0AL07086,S001185,0.0,0.011083885218451502,0.011083885218451502,0.0011875591305483752,0.0,0.0027709713046128754
"Miller, Candice S",Republican,House,0,1000,1000,0,0,0,2000,2000.0,H6MI12181,M001150,0.0,0.5,0.5,0.0,0.0,0.0
"Moore, Gwen",Democrat,House,0,4000,1000,0,0,10000,15000,776675.0,H4WI04183,M001160,0.0,0.005150159333054367,0.0012875398332635917,0.0,0.0,0.012875398332635917
"Himes, Jim",Democrat,House,0,6000,4000,0,0,10000,20000,1000729.28,H8CT04172,H001047,0.0,0.005995627508770404,0.003997085005846936,0.0,0.0,0.00999271251461734
"Harper, Gregg",Republican,House,0,24000,24000,14500,0,11500,74000,551080.0,H8MS03067,H001045,0.0,0.0435508456122523,0.0435508456122523,0.0263119692240691,0.0,0.020868113522537562
"Cassidy, Bill",Republican,Senate,0,5500,7500,7500,0,0,20500,20500.0,H8LA00017,C001075,0.0,0.2682926829268293,0.36585365853658536,0.36585365853658536,0.0,0.0
"Marino, Tom",Republican,House,0,18200,18200,12000,0,4000,52400,563904.87,H0PA10078,M001179,0.0,0.03227494736833892,0.03227494736833892,0.021280185078025662,0.0,0.0070933950260085536
"Pittenger, Robert",Republican,House,0,7000,7000,9000,0,0,23000,568610.0,H2NC09134,P000606,0.0,0.012310722639418934,0.012310722639418934,0.0158280719649672,0.0,0.0
"Hudson, Richard",Republican,House,0,20200,26200,50000,0,4500,100900,1332615.0,H2NC08185,H001067,0.0,0.0151581664621815,0.01966059214401759,0.03752021401530074,0.0,0.0033768192613770668
"Jolly, David",Republican,House,0,12000,12000,0,0,6000,30000,620231.75,H4FL13101,J000296,0.0,0.019347606761504873,0.019347606761504873,0.0,0.0,0.009673803380752436
"Messer, Luke",Republican,House,0,10000,11000,34500,0,2000,57500,1113729.49,H0IN02125,M001189,0.0,0.008978840993067356,0.009876725092374092,0.030977001426082378,0.0,0.0017957681986134713
"Mulvaney, Mick",Republican,House,0,10000,10000,12500,0,0,32500,684520.02,H0SC05031,M001182,0.0,0.014608776526360763,0.014608776526360763,0.018260970657950952,0.0,0.0
"Brady, Kevin",Republican,House,0,34000,48500,129000,0,12000,223500,3008077.73,H6TX08100,B000755,0.0,0.011302899410115974,0.016123253570312492,0.042884530114851785,0.0,0.00398925861533505
"Wenstrup, Brad",Republican,House,0,16500,16500,5000,0,3000,41000,401875.0,H2OH02085,W000815,0.0,0.04105754276827372,0.04105754276827372,0.012441679626749611,0.0,0.007465007776049767
"Blackburn, Marsha",Republican,House,0,12000,13000,38000,0,1000,64000,1282360.8,H2TN06030,B001243,0.0,0.009357740816781049,0.010137552551512804,0.029632845919806656,0.0,0.0007798117347317541
"Beatty, Joyce",Democrat,House,0,20000,27500,0,0,1000,48500,850822.0,H2OH03125,B001281,0.0,0.023506679422958032,0.032321684206567294,0.0,0.0,0.0011753339711479017
"Yarmuth, John A",Democrat,House,0,10500,10500,0,0,6000,27000,435977.07,H6KY03124,Y000062,0.0,0.02408383541822509,0.02408383541822509,0.0,0.0,0.013762191667557195
"Curbelo, Carlos",Republican,House,0,10000,12000,34000,0,7000,63000,1813565.92,H4FL26038,C001107,0.0,0.005513998630940308,0.0066167983571283695,0.018747595345197047,0.0,0.0038597990416582156
"Bilirakis, Gus",Republican,House,0,11000,11000,19000,0,4000,45000,783175.0,H6FL09070,B001257,0.0,0.014045392153733202,0.014045392153733202,0.02426022281099371,0.0,0.005107415328630255
"Tillis, Thom",Republican,Senate,0,11000,11000,3000,0,2500,27500,27500.0,S4NC00162,T000476,0.0,0.4,0.4,0.10909090909090909,0.0,0.09090909090909091
"Rice, Tom",Republican,House,0,11500,11500,9000,0,6000,38000,678750.0,H2SC07066,R000597,0.0,0.01694290976058932,0.01694290976058932,0.013259668508287293,0.0,0.008839779005524863
"Valadao, David",Republican,House,0,8500,8500,31500,0,3500,52000,1520665.37,H2CA20094,V000129,0.0,0.005589658426955563,0.005589658426955563,0.020714616523423556,0.0,0.002301624058158173
"Diaz-Balart, Mario",Republican,House,0,7500,7500,1000,0,6000,22000,943881.69,H2FL25018,D000600,0.0,0.007945911102481499,0.007945911102481499,0.0010594548136641999,0.0,0.006356728881985199
"Rouzer, David",Republican,House,0,7500,7500,14500,0,0,29500,745365.52,H2NC07096,R000603,0.0,0.010062177279142185,0.010062177279142185,0.01945354273967489,0.0,0.0
"Mica, John L",Republican,House,0,7000,7000,12500,0,11000,37500,866028.19,H2FL08055,M000689,0.0,0.008082877764059852,0.008082877764059852,0.014433710292964022,0.0,0.012701665057808339
"Gowdy, Trey",Republican,House,0,6500,6500,14000,0,6000,33000,303000.0,H0SC04257,G000566,0.0,0.02145214521452145,0.02145214521452145,0.0462046204620462,0.0,0.019801980198019802
"Rokita, Todd",Republican,House,0,5000,6000,15000,0,1000,27000,527221.69,H0IN04170,R000592,0.0,0.009483676591530217,0.01138041190983626,0.02845102977459065,0.0,0.0018967353183060433
"Sinema, Kyrsten",Democrat,House,0,10000,10000,11500,2000,8000,41500,1862584.06,H2AZ09019,S001191,0.0,0.0053688852034951915,0.0053688852034951915,0.00617421798401947,0.0010737770406990383,0.004295108162796153
"Walters, Mimi",Republican,House,0,5000,5000,36000,0,5000,51000,1020300.0,H4CA45097,W000820,0.0,0.004900519455062237,0.004900519455062237,0.035283740076448106,0.0,0.004900519455062237
"Ross, Dennis",Republican,House,0,5000,5000,13000,0,5500,28500,931107.99,H0FL12101,R000593,0.0,0.0053699464011687835,0.0053699464011687835,0.013961860643038839,0.0,0.005906941041285662
"Murphy, Patrick",Democrat,House,0,5000,5000,0,0,4000,14000,761200.0,H2FL22072,M001191,0.0,0.006568575932737782,0.006568575932737782,0.0,0.0,0.005254860746190226
"Renacci, Jim",Republican,House,0,14500,14500,30000,0,7000,66000,1399418.29,H0OH16097,R000586,0.0,0.010361448112844087,0.010361448112844087,0.02143747885416018,0.0,0.005002078399304042
"Moran, Jerry",Republican,Senate,0,7500,12500,59000,500,7500,87000,87000.0,H6KS01096,M000934,0.0,0.08620689655172414,0.14367816091954022,0.6781609195402298,0.005747126436781609,0.08620689655172414
"Wilson, Joe",Republican,House,0,6000,6000,10000,0,7500,29500,643050.0,H2SC02059,W000795,0.0,0.009330534173081408,0.009330534173081408,0.015550890288469016,0.0,0.011663167716351761
"Walker, Mark",Republican,House,0,4000,4000,3500,0,0,11500,374256.88,H4NC06052,W000819,0.0,0.010687846272859432,0.010687846272859432,0.009351865488752003,0.0,0.0
"Clarke, Yvette D",Democrat,House,0,9000,9000,0,0,5000,23000,474524.54,H4NY11138,C001067,0.0,0.018966353141609917,0.018966353141609917,0.0,0.0,0.010536862856449954
"Cooper, Jim",Democrat,House,0,3000,3000,2500,0,5000,13500,352550.0,H2TN05131,C000754,0.0,0.008509431286342363,0.008509431286342363,0.0070911927386186355,0.0,0.014182385477237271
"Veasey, Marc",Democrat,House,0,3000,6500,30500,0,6000,46000,687482.45,H2TX33073,V000131,0.0,0.004363747758215501,0.009454786809466919,0.044364768875190926,0.0,0.008727495516431002
"Adams, Alma",Democrat,House,0,3000,3000,0,0,0,6000,615303.45,H4NC12100,A000370,0.0,0.0048756430668477485,0.0048756430668477485,0.0,0.0,0.0
"Reed, Tom",Republican,House,0,3000,3000,40000,5000,15000,66000,1847081.23,H0NY29054,R000585,0.0,0.0016241841188543722,0.0016241841188543722,0.02165578825139163,0.0027069735314239536,0.008120920594271861
"Noem, Kristi",Republican,House,0,9500,8500,25500,0,5500,49000,1166887.0,H0SD00054,N000184,0.0,0.008141319596499061,0.007284338586341265,0.021853015759023795,0.0,0.004713395555867877
"Wicker, Roger",Republican,Senate,0,2500,2500,0,0,1000,6000,6000.0,H4MS01078,W000437,0.0,0.4166666666666667,0.4166666666666667,0.0,0.0,0.16666666666666666
"Jones, Walter B Jr",Republican,House,0,2500,2500,0,0,0,5000,242200.0,H2NC01081,J000255,0.0,0.01032204789430223,0.01032204789430223,0.0,0.0,0.0
"Roby, Martha",Republican,House,0,13500,13500,13500,0,6500,47000,828775.0,H0AL02087,R000591,0.0,0.016289101384573616,0.016289101384573616,0.016289101384573616,0.0,0.007842900666646557
"Bass, Karen",Democrat,House,0,2500,2500,5000,0,3500,13500,374494.25,H0CA33117,B001270,0.0,0.006675669920165664,0.006675669920165664,0.013351339840331327,0.0,0.00934593788823193
"Poliquin, Bruce",Republican,House,0,7500,9500,26000,0,13000,56000,56000.0,S2ME00158,P000611,0.0,0.13392857142857142,0.16964285714285715,0.4642857142857143,0.0,0.23214285714285715
"Tonko, Paul",Democrat,House,0,4500,4500,0,0,11000,20000,706291.44,H8NY21203,T000469,0.0,0.006371307572409487,0.006371307572409487,0.0,0.0,0.015574307399223188
"Crenshaw, Ander ",Republican,House,0,2500,2500,1000,0,4500,10500,756698.36,H0FL04066,C001045,0.0,0.003303826375413315,0.003303826375413315,0.001321530550165326,0.0,0.005946887475743967
"Stutzman, Marlin",Republican,House,0,1000,1000,6500,0,0,8500,339237.0,S0IN00095,S001188,0.0,0.0029477916618765054,0.0029477916618765054,0.019160645802197285,0.0,0.0
"Lee, Mike",Republican,Senate,0,9300,9300,51500,0,0,70100,941170.0,S0UT00165,L000577,0.0,0.009881317934060796,0.009881317934060796,0.054719126193992586,0.0,0.0
"Abraham, Ralph",Republican,House,0,6000,7000,6500,0,2000,21500,306995.86,H4LA05221,A000374,0.0,0.019544237502095305,0.02280161041911119,0.02117292396060325,0.0,0.006514745834031769
"Latta, Robert E",Republican,House,0,16000,16000,25000,0,5000,62000,631672.2,H8OH05036,L000566,0.0,0.02532959341886504,0.02532959341886504,0.039577489716976624,0.0,0.007915497943395324
"Meadows, Mark",Republican,House,0,2000,2000,7500,0,1000,12500,283767.08,H2NC11080,M001187,0.0,0.007048033901606909,0.007048033901606909,0.02643012713102591,0.0,0.0035240169508034547
"Booker, Cory",Democrat,Senate,0,3500,3500,0,0,2000,9000,9000.0,S4NJ00185,B001288,0.0,0.3888888888888889,0.3888888888888889,0.0,0.0,0.2222222222222222
"Rooney, Tom",Republican,House,0,2000,2000,5000,0,1000,10000,489822.49,H8FL16022,R000583,0.0,0.004083111822815649,0.004083111822815649,0.010207779557039123,0.0,0.0020415559114078247
"Miller, Jeff",Republican,House,0,2000,2000,0,0,0,4000,360713.9,H2FL01100,M001144,0.0,0.005544560384282391,0.005544560384282391,0.0,0.0,0.0
"McCaul, Michael",Republican,House,0,9500,17000,54400,0,4500,85400,745060.44,H4TX10093,M001157,0.0,0.012750643424310652,0.022816940864555903,0.0730142107665789,0.0,0.00603977846414715
"Yoder, Kevin",Republican,House,0,5000,15000,23500,0,7000,50500,1698322.07,H0KS03137,Y000063,0.0,0.00294408233180412,0.00883224699541236,0.013837186959479364,0.0,0.004121715264525768
"DeSantis, Ron",Republican,House,0,2000,2000,25000,0,0,29000,513010.38,H2FL00292,D000621,0.0,0.0038985565945078926,0.0038985565945078926,0.04873195743134866,0.0,0.0
"Ratcliffe, John",Republican,House,0,3000,13500,21500,0,1000,39000,491792.29,H4TX04153,R000601,0.0,0.006100136299412096,0.02745061334735443,0.043717643479120015,0.0,0.0020333787664706987
"Ros-Lehtinen, Ileana",Republican,House,0,2000,2000,8000,0,0,12000,610289.36,H0FL18025,R000435,0.0,0.003277133981165918,0.003277133981165918,0.013108535924663671,0.0,0.0
"Rogers, Mike D",Republican,House,0,12000,12000,3000,0,10000,37000,660800.0,H2AL03032,R000575,0.0,0.018159806295399514,0.018159806295399514,0.004539951573849879,0.0,0.01513317191283293
"Posey, Bill",Republican,House,0,2000,2000,5000,0,0,9000,410820.0,H8FL15107,P000599,0.0,0.004868312156175454,0.004868312156175454,0.012170780390438635,0.0,0.0
"Black, Diane",Republican,House,0,2000,2000,21500,0,0,25500,1091898.66,H0TN06257,B001273,0.0,0.0018316718146718855,0.0018316718146718855,0.01969047200772277,0.0,0.0
"McSally, Martha",Republican,House,0,2000,4000,49000,0,8000,63000,1436880.62,H2AZ08102,M001197,0.0,0.0013919040817740307,0.0027838081635480614,0.03410165000346375,0.0,0.005567616327096123
"Wyden, Ron",Democrat,Senate,0,13500,12500,0,0,9000,35000,2160941.0,S6OR00110,W000779,0.0,0.006247278384740722,0.005784517022908076,0.0,0.0,0.004164852256493814
"Nugent, Richard",Republican,House,0,2000,2000,0,0,0,4000,45225.0,H0FL05139,N000185,0.0,0.04422332780541736,0.04422332780541736,0.0,0.0,0.0
"Katko, John",Republican,House,0,10500,12500,33000,0,6000,62000,1422310.88,H4NY24073,K000386,0.0,0.007382352302613336,0.008788514645968257,0.0232016786653562,0.0,0.004218487030064764
"Pallone, Frank Jr",Democrat,House,0,11000,12000,2000,500,15500,41000,1599233.23,H8NJ03073,P000034,0.0,0.006878296294531098,0.0075035959576702895,0.0012505993262783815,0.0003126498315695954,0.009692144778657458
"Hardy, Cresent",Republican,House,0,3000,3000,20000,0,7000,33000,890945.0,H4NV04017,H001070,0.0,0.0033672112195477833,0.0033672112195477833,0.022448074796985223,0.0,0.007856826178944828
"Hill, French",Republican,House,0,4000,4000,14000,0,1000,23000,893432.69,H4AR02141,H001072,0.0,0.004477113995011757,0.004477113995011757,0.015669898982541147,0.0,0.0011192784987529391
"Sanford, Mark",Republican,House,0,1000,1000,5000,0,2000,9000,249450.0,H4SC01073,S000051,0.0,0.004008819402685909,0.004008819402685909,0.020044097013429546,0.0,0.008017638805371818
"Love, Mia",Republican,House,0,1000,1000,30500,0,2000,34500,1039796.59,H2UT04023,L000584,0.0,0.0009617265623077299,0.0009617265623077299,0.02933266015038576,0.0,0.0019234531246154598
"Williams, Roger",Republican,House,0,1000,9500,33000,0,0,43500,583403.79,H2TX33040,W000816,0.0,0.001714078682965018,0.01628374748816767,0.056564596537845596,0.0,0.0
"Demings, Val",Democrat,House,0,1000,1000,0,0,0,2000,20500.0,H2FL08063,D000627,0.0,0.04878048780487805,0.04878048780487805,0.0,0.0,0.0
"Mast, Brian",Republican,House,0,1000,1000,2500,0,0,4500,460468.5,H6FL18097,M001199,0.0,0.0021717012130037126,0.0021717012130037126,0.005429253032509281,0.0,0.0
"Price, David",Democrat,House,0,1000,1000,5000,0,8000,15000,445079.99,H6NC04037,P000523,0.0,0.002246787144935453,0.002246787144935453,0.011233935724677265,0.0,0.017974297159483624
"Pelosi, Nancy",Democrat,House,0,1000,1000,0,0,2500,4500,1182854.27,H8CA05035,P000197,0.0,0.0008454126813102682,0.0008454126813102682,0.0,0.0,0.0021135317032756704
"Israel, Steve",Democrat,House,0,3500,5500,1000,0,3500,13500,529610.47,H0NY02085,I000057,0.0,0.006608630679072489,0.010384991067113911,0.0018881801940207111,0.0,0.006608630679072489
"Webster, Daniel",Republican,House,0,1000,1000,0,0,0,2000,226350.0,H0FL08208,W000806,0.0,0.004417936823503424,0.004417936823503424,0.0,0.0,0.0
"Vela, Filemon",Democrat,House,0,2000,2000,12000,0,1000,17000,570931.7,H2TX27190,V000132,0.0,0.00350304598606103,0.00350304598606103,0.02101827591636618,0.0,0.001751522993030515
"Sullivan, Dan",Republican,Senate,0,3000,3000,0,0,0,6000,90500.0,S4AK00214,S001198,0.0,0.03314917127071823,0.03314917127071823,0.0,0.0,0.0
"Kustoff, David",Republican,House,0,1000,1000,2500,0,0,4500,190245.75,H2TN07103,K000392,0.0,0.00525635920907563,0.00525635920907563,0.013140898022689074,0.0,0.0
"Loudermilk, Barry",Republican,House,0,8500,8500,12000,0,0,29000,498700.0,H4GA11061,L000583,0.0,0.017044315219570883,0.017044315219570883,0.0240625626629236,0.0,0.0
"Banks, Jim",Republican,House,0,1000,3000,16000,0,0,20000,361985.0,H6IN03229,B001299,0.0,0.002762545409340166,0.008287636228020498,0.044200726549442654,0.0,0.0
"Soto, Darren",Democrat,House,0,1000,1000,0,0,0,2000,490081.26,H6FL09179,S001200,0.0,0.0020404779403317727,0.0020404779403317727,0.0,0.0,0.0
"Budd, Ted",Republican,House,0,1000,1000,0,0,0,2000,167259.5,H6NC13129,B001305,0.0,0.005978733644426774,0.005978733644426774,0.0,0.0,0.0
"Cummings, Elijah E",Democrat,House,0,1000,1000,0,0,0,2000,619500.0,H6MD07160,C000984,0.0,0.0016142050040355124,0.0016142050040355124,0.0,0.0,0.0
"Costello, Ryan",Republican,House,0,19500,21500,23000,0,11500,75500,1474599.1,H0PA06076,C001106,0.0,0.013223933203268604,0.014580234044629485,0.015597459675650146,0.0,0.007798729837825073
"Dunn, Neal",Republican,House,0,6500,6500,0,0,0,13000,366650.0,H6FL02208,D000628,0.0,0.017728078549024955,0.017728078549024955,0.0,0.0,0.0
"Franks, Trent",Republican,House,0,1500,1500,5000,0,0,8000,214100.0,H4AZ04024,F000448,0.0,0.007006071929005138,0.007006071929005138,0.023353573096683792,0.0,0.0
"Carter, Buddy",Republican,House,0,13500,13500,5000,0,6000,38000,664737.61,H4GA01039,C001103,0.0,0.020308765138172338,0.020308765138172338,0.007521764865989755,0.0,0.009026117839187706
"Vitter, David",Republican,Senate,0,8500,8500,12000,0,0,29000,29000.0,H0LA01079,V000127,0.0,0.29310344827586204,0.29310344827586204,0.41379310344827586,0.0,0.0
"Cochran, Thad",Republican,Senate,0,10000,10000,3500,0,0,23500,23500.0,S8MS00055,C000567,0.0,0.425531914893617,0.425531914893617,0.14893617021276595,0.0,0.0
"Palazzo, Steven",Republican,House,0,14000,14000,18000,0,6500,52500,538800.0,H0MS04120,P000601,0.0,0.025983667409057165,0.025983667409057165,0.0334075723830735,0.0,0.01206384558277654
"Womack, Steve",Republican,House,0,4000,4000,8000,0,6000,22000,570823.06,H0AR03055,W000809,0.0,0.007007425383270254,0.007007425383270254,0.014014850766540509,0.0,0.010511138074905382
"Babin, Brian",Republican,House,0,3000,6000,31700,0,1000,41700,546295.0,H6TX02079,B001291,0.0,0.0054915384544980276,0.010983076908996055,0.05802725633586249,0.0,0.0018305128181660092
"Crawford, Rick",Republican,House,0,3000,3000,3000,0,2500,11500,407500.0,H0AR01083,C001087,0.0,0.007361963190184049,0.007361963190184049,0.007361963190184049,0.0,0.006134969325153374
"Young, David",Republican,House,0,3000,7000,8500,0,2500,21000,21000.0,S4IA00103,Y000066,0.0,0.14285714285714285,0.3333333333333333,0.40476190476190477,0.0,0.11904761904761904
"Fleming, John",Republican,House,0,1000,3000,9500,0,0,13500,177500.0,H8LA04225,F000456,0.0,0.005633802816901409,0.016901408450704224,0.05352112676056338,0.0,0.0
"Becerra, Xavier",Democrat,House,0,2000,2000,0,0,6000,10000,1137093.47,H2CA30143,B000287,0.0,0.0017588703591798834,0.0017588703591798834,0.0,0.0,0.0052766110775396505
"Cotton, Tom",Republican,Senate,0,2500,2500,0,0,0,5000,5000.0,H2AR04083,C001095,0.0,0.5,0.5,0.0,0.0,0.0
"Moulton, Seth",Democrat,House,0,3500,1000,0,0,8000,12500,705090.0,H4MA06090,M001196,0.0,0.004963905317051724,0.0014182586620147782,0.0,0.0,0.011346069296118226
"Castor, Kathy",Democrat,House,0,1000,1000,0,0,2000,4000,424750.0,H6FL11126,C001066,0.0,0.002354326074161271,0.002354326074161271,0.0,0.0,0.004708652148322542
"Burgess, Michael",Republican,House,0,2000,4500,29000,0,2000,37500,984746.38,H2TX26093,B001248,0.0,0.0020309797940054374,0.004569704536512234,0.029449207013078838,0.0,0.0020309797940054374
"Whitehouse, Sheldon",Democrat,Senate,0,1000,1000,0,0,1000,3000,3000.0,S6RI00221,W000802,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333
"Guinta, Frank",Republican,House,0,10000,0,12000,0,5000,27000,784126.16,H0NH01217,G000570,0.0,0.01275304984085724,0.0,0.015303659809028688,0.0,0.00637652492042862
"Kuster, Ann",Democrat,House,0,10000,0,0,0,9000,19000,1189616.55,H0NH02181,K000382,0.0,0.008406070006339438,0.0,0.0,0.0,0.007565463005705494
"Faso, John",Republican,House,0,500,0,17500,0,5000,23000,496156.06,H6NY19169,F000464,0.0,0.0010077474413997887,0.0,0.0352711604489926,0.0,0.010077474413997886
"Clark, Katherine",Democrat,House,0,5500,0,0,0,5000,10500,544521.58,H4MA05084,C001101,0.0,0.010100609786668144,0.0,0.0,0.0,0.009182372533334676
"Keating, Bill",Democrat,House,0,5000,0,0,0,2000,7000,593177.66,H0MA10082,K000375,0.0,0.008429177862160216,0.0,0.0,0.0,0.0033716711448640866
