Recipient,Party,Chamber,Coal Ratio,Hydro Ratio,Nuclear Ratio,Oil Ratio,Solar Ratio,Wind Ratio
"Young, Todd",0,0,0.08837209302325581,0.10232558139534884,0.12558139534883722,0.5906976744186047,0.0,0.09302325581395349
"Barr, Andy",0,0,0.27184466019417475,0.06796116504854369,0.06796116504854369,0.5242718446601942,0.0,0.06796116504854369
"Blunt, Roy",0,0,0.07380952380952381,0.21666666666666667,0.2571428571428571,0.4,0.0,0.05238095238095238
"Burr, Richard",0,0,0.0495785820525533,0.21566683192860683,0.21566683192860683,0.4224095190877541,0.022310361923648984,0.07436787307882994
"Rubio, Marco",0,0,0.07962840079628401,0.08958195089581951,0.08958195089581951,0.66821499668215,0.0,0.072992700729927
"Cole, Tom",0,0,0.10687022900763359,0.030534351145038167,0.030534351145038167,0.7099236641221374,0.0,0.12213740458015267
"Comer, James",0,0,0.46153846153846156,0.05128205128205128,0.05128205128205128,0.2564102564102564,0.0,0.1794871794871795
"Heck, Joe",0,0,0.08368200836820083,0.12552301255230125,0.12552301255230125,0.6150627615062761,0.0,0.0502092050209205
"Atkinson, Tom",0,0,0.9803921568627451,0.0,0.0,0.0196078431372549,0.0,0.0
"Mullin, Markwayne",0,0,0.0425531914893617,0.09361702127659574,0.13617021276595745,0.6680851063829787,0.0,0.059574468085106386
"Portman, Rob",0,0,0.059940059940059943,0.14985014985014986,0.15484515484515485,0.5404595404595405,0.024975024975024976,0.06993006993006994
"Houchin, Erin",0,0,1.0,0.0,0.0,0.0,0.0,0.0
"Bucshon, Larry",0,0,0.1258741258741259,0.22144522144522144,0.22144522144522144,0.32634032634032634,0.0,0.1048951048951049
"Inhofe, James M",0,0,0.1076923076923077,0.0,0.03076923076923077,0.8307692307692308,0.0,0.03076923076923077
"Bost, Mike",0,0,0.12698412698412698,0.21428571428571427,0.21428571428571427,0.3492063492063492,0.0,0.09523809523809523
"Barrasso, John A",0,0,0.1926605504587156,0.2018348623853211,0.22018348623853212,0.3853211009174312,0.0,0.0
"Griffith, Morgan",0,0,0.08133104057257053,0.20913696147232422,0.26142120184040524,0.3493516754194358,0.0,0.09875912069526421
"Kelly, Mike",0,0,0.11783321550011783,0.201999798000202,0.2104164562502104,0.3855839477493856,0.0,0.08416658250008417
"Rothfus, Keith J",0,0,0.17341977309562398,0.2188006482982172,0.2188006482982172,0.3889789303079417,0.0,0.0
"Rogers, Hal",0,0,0.2676864244741874,0.14340344168260039,0.21606118546845124,0.2294455066921606,0.0,0.14340344168260039
"Shimkus, John",0,0,0.05860113421550094,0.31947069943289225,0.3553875236294896,0.22117202268431002,0.0,0.045368620037807186
"McKinley, David",0,0,0.18099547511312217,0.21266968325791855,0.27149321266968324,0.3076923076923077,0.0,0.027149321266968326
"Murkowski, Lisa",0,0,0.08385335413416536,0.21450858034321374,0.2359594383775351,0.3954758190327613,0.0,0.07020280811232449
"Tipton, Scott",0,0,0.174496644295302,0.0738255033557047,0.0738255033557047,0.6778523489932886,0.0,0.0
"Ryan, Paul",0,0,0.02451781627983001,0.2582543314808761,0.2745995423340961,0.39359267734553777,0.0,0.04903563255966002
"Toomey, Pat",0,0,0.05263157894736842,0.14327485380116958,0.14327485380116958,0.6052631578947368,0.0,0.05555555555555555
"Zinke, Ryan K",0,0,0.304,0.032,0.032,0.472,0.0,0.16
"Jenkins, Evan",0,0,0.09090909090909091,0.13986013986013987,0.2097902097902098,0.46853146853146854,0.0,0.09090909090909091
"Cramer, Kevin",0,0,0.08059873344847437,0.1755900978698906,0.18134715025906736,0.4991364421416235,0.0,0.06332757628094415
