,Unnamed: 0,bill_id,member_id,vote_position,bill_cycle,bill_prop_party,member_party,percent_oil,percent_solar,percent_wind,percent_hydro,percent_nuclear,percent_coal,metric_oil,metric_solar,metric_wind,metric_hydro,metric_nuclear,metric_coal
129,129,hr1900-113,B001275,No,2014,R,R,0.018322142986165347,0.0,0.003726537556508207,0.0040370823528838905,0.0040370823528838905,0.02173813574629787,1,0,0,0,0,0
130,130,hr1900-113,B001248,No,2014,R,R,0.04999615287539521,0.0,0.007142307553627887,0.005158333233175696,0.018450961180205373,0.0,1,0,0,0,0,0
131,131,hr1900-113,B001286,Yes,2014,R,D,0.0,0.0,0.004240721637664071,0.007951353070620133,0.007951353070620133,0.0,1,0,0,0,0,0
132,132,hr1900-113,B001251,Yes,2014,R,D,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
133,133,hr1900-113,C000059,No,2014,R,R,0.02009957295849737,0.00027161585079050506,0.005975548717391112,0.0,0.0005432317015810101,0.0016296951047430305,1,0,0,0,0,0
134,134,hr1900-113,C001097,Yes,2014,R,D,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
135,135,hr1900-113,C001072,Yes,2014,R,D,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
136,136,hr1900-113,C001051,No,2014,R,R,0.060177445309157085,0.0,0.0038086990701998156,0.0015234796280799265,0.02056697497907901,0.0,1,0,0,0,0,0
137,137,hr1900-113,C001090,Yes,2014,R,D,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
138,138,hr1900-113,C001066,Yes,2014,R,D,0.0,0.0,0.0008223361497688593,0.004111680748844297,0.004111680748844297,0.0,1,0,0,0,0,0
140,140,hr1900-113,C000266,No,2014,R,R,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
141,141,hr1900-113,C001080,Yes,2014,R,D,0.0,0.0,0.0014327571261757565,0.0,0.0,0.0,1,0,0,0,0,0
142,142,hr1900-113,C001084,Yes,2014,R,D,0.0,0.0,0.003913282995000147,0.0027392980965001033,0.0027392980965001033,0.0,1,0,0,0,0,0
143,143,hr1900-113,C001067,Yes,2014,R,D,0.0,0.0,0.01233200824534514,0.0041106694151150465,0.0041106694151150465,0.0,1,0,0,0,0,0
144,144,hr1900-113,C001049,Yes,2014,R,D,0.0,0.0,0.0,0.01824506089422653,0.01824506089422653,0.0,1,0,0,0,0,0
145,145,hr1900-113,C001061,Yes,2014,R,D,0.000527623253781377,0.0,0.004748609284032392,0.005540044164704458,0.010816276702518227,0.0,1,0,0,0,0,0
146,146,hr1900-113,C000537,Yes,2014,R,D,0.0017972587018952927,0.0,0.005990862339650975,0.0226796931429644,0.028413461904496645,0.0,1,0,0,0,0,0
