,name,session,chamber,party,fec_candidate_id,id,crp_id
1436,Betsy Markey,111,Rep.,D,,M001172,None
1437,Edward Markey,111,Rep.,D,,M000133,N00000270
1438,Jim Marshall,111,Rep.,D,,M001146,None
1439,Eric Massa,111,Rep.,D,,M001173,None
1440,Jim Matheson,111,Rep.,D,,M001142,None
1441,Doris Matsui,111,Rep.,D,,M001163,N00027459
1442,Kevin McCarthy,111,Rep.,R,,M001165,N00028152
1443,Carolyn McCarthy,111,Rep.,D,,M000309,None
1444,Michael McCaul,111,Rep.,R,,M001157,N00026460
1445,Tom McClintock,111,Rep.,R,,M001177,N00006863
1446,Betty McCollum,111,Rep.,D,,M001143,N00012942
1447,Thaddeus McCotter,111,Rep.,R,,M001147,None
1448,Jim McDermott,111,Rep.,D,,M000404,None
1449,Jim McGovern,111,Rep.,D,,M000312,N00000179
1450,Patrick McHenry,111,Rep.,R,,M001156,N00026627
1451,John McHugh,111,Rep.,R,,M000472,None
1452,Mike McIntyre,111,Rep.,D,,M000485,None
1453,Howard McKeon,111,Rep.,R,,M000508,None
1454,Michael McMahon,111,Rep.,D,,M001174,None
1455,Cathy McMorris Rodgers,111,Rep.,R,,M001159,N00026314
1456,Jerry McNerney,111,Rep.,D,,M001166,N00026926
1457,Kendrick Meek,111,Rep.,D,,M001148,None
1458,Gregory Meeks,111,Rep.,D,,M001137,N00001171
1459,Charlie Melancon,111,Rep.,D,,M001161,None
1460,John Mica,111,Rep.,R,,M000689,None
1461,Michael Michaud,111,Rep.,D,,M001149,None
1462,Gary Miller,111,Rep.,R,,M001139,None
1463,Candice Miller,111,Rep.,R,,M001150,None
1464,George Miller,111,Rep.,D,,M000725,None
1465,Brad Miller,111,Rep.,D,,M001154,None
1466,Jeff Miller,111,Rep.,R,,M001144,None
1467,Walt Minnick,111,Rep.,D,,M001175,None
1468,Harry Mitchell,111,Rep.,D,,M001167,None
1469,Alan Mollohan,111,Rep.,D,,M000844,None
1470,Gwen Moore,111,Rep.,D,,M001160,N00026914
1471,Dennis Moore,111,Rep.,D,,M001140,None
1472,James Moran,111,Rep.,D,,M000933,None
1473,Jerry Moran,111,Rep.,R,,M000934,N00005282
1474,Scott Murphy,111,Rep.,D,,M001178,None
1475,Tim Murphy,111,Rep.,R,,M001151,N00024992
1476,Patrick Murphy,111,Rep.,D,,M001168,None
1477,Christopher Murphy,111,Rep.,D,,M001169,N00027566
1478,John Murtha,111,Rep.,D,,M001120,None
1479,Sue Myrick,111,Rep.,R,,M001134,None
1480,Jerrold Nadler,111,Rep.,D,,N000002,N00000939
1481,Grace Napolitano,111,Rep.,D,,N000179,N00006789
1482,Richard Neal,111,Rep.,D,,N000015,N00000153
1483,Randy Neugebauer,111,Rep.,R,,N000182,None
1484,Eleanor Norton,111,Del.,D,,N000147,N00001692
1485,Devin Nunes,111,Rep.,R,,N000181,N00007248
1486,Glenn Nye,111,Rep.,D,,N000183,None
1487,James Oberstar,111,Rep.,D,,O000006,None
1488,David Obey,111,Rep.,D,,O000007,None
1489,Pete Olson,111,Rep.,R,,O000168,N00029285
1490,John Olver,111,Rep.,D,,O000085,None
1491,Solomon Ortiz,111,Rep.,D,,O000107,None
1492,Bill Owens,111,Rep.,D,,O000169,None
1493,Frank Pallone,111,Rep.,D,,P000034,N00000781
1494,Bill Pascrell,111,Rep.,D,,P000096,N00000751
1495,Ed Pastor,111,Rep.,D,,P000099,None
1496,Ron Paul,111,Rep.,R,,P000583,None
1497,Erik Paulsen,111,Rep.,R,,P000594,N00029391
1498,Donald Payne,111,Rep.,D,,P000149,None
1499,Nancy Pelosi,111,Rep.,D,,P000197,N00007360
1500,Mike Pence,111,Rep.,R,,P000587,None
1501,Ed Perlmutter,111,Rep.,D,,P000593,N00027510
1502,Tom Perriello,111,Rep.,D,,P000600,None
1503,Gary Peters,111,Rep.,D,,P000595,N00029277
1504,Collin Peterson,111,Rep.,D,,P000258,N00004558
1505,Tom Petri,111,Rep.,R,,P000265,None
1506,Pedro Pierluisi,111,R.C.,D,,P000596,None
1507,Chellie Pingree,111,Rep.,D,,P000597,N00013817
1508,Joe Pitts,111,Rep.,R,,P000373,None
1509,Todd Platts,111,Rep.,R,,P000585,None
1510,Ted Poe,111,Rep.,R,,P000592,N00026457
1511,Jared Polis,111,Rep.,D,,P000598,N00029127
1512,Earl Pomeroy,111,Rep.,D,,P000422,None
1513,Bill Posey,111,Rep.,R,,P000599,N00029662
1514,David Price,111,Rep.,D,,P000523,N00002260
1515,Tom Price,111,Rep.,R,,P000591,None
1516,Adam Putnam,111,Rep.,R,,P000586,None
1517,Mike Quigley,111,Rep.,D,,Q000023,N00030581
1518,George Radanovich,111,Rep.,R,,R000004,None
1519,Nick Rahall,111,Rep.,D,,R000011,None
1520,Charles Rangel,111,Rep.,D,,R000053,None
1521,Tom Reed,111,Rep.,R,,R000585,N00030949
1522,Denny Rehberg,111,Rep.,R,,R000571,None
1523,Dave Reichert,111,Rep.,R,,R000578,N00026885
1524,Silvestre Reyes,111,Rep.,D,,R000170,None
1525,Laura Richardson,111,Rep.,D,,R000581,None
1526,Ciro Rodriguez,111,Rep.,D,,R000568,None
1527,Phil Roe,111,Rep.,R,,R000582,N00028463
1528,Harold Rogers,111,Rep.,R,,R000395,N00003473
1529,Mike Rogers,111,Rep.,R,,R000572,None
1530,Mike Rogers,111,Rep.,R,,R000575,N00024759
1531,Dana Rohrabacher,111,Rep.,R,,R000409,N00007151
1532,Tom Rooney,111,Rep.,R,,R000583,N00029018
1533,Ileana Ros-Lehtinen,111,Rep.,R,,R000435,N00002858
1534,Peter Roskam,111,Rep.,R,,R000580,N00004719
1535,Mike Ross,111,Rep.,D,,R000573,None
1536,Steven Rothman,111,Rep.,D,,R000462,None
1537,Lucille Roybal-Allard,111,Rep.,D,,R000486,N00006671
1538,Edward Royce,111,Rep.,R,,R000487,N00008264
1539,C.A. Dutch Ruppersberger,111,Rep.,D,,R000576,N00025482
1540,Bobby Rush,111,Rep.,D,,R000515,N00004887
1541,Tim Ryan,111,Rep.,D,,R000577,N00025280
1542,Paul Ryan,111,Rep.,R,,R000570,N00004357
1543,Gregorio Sablan,111,Del.,I,,S001177,N00030418
1544,John Salazar,111,Rep.,D,,S001158,None
1545,Linda Sánchez,111,Rep.,D,,S001156,N00024870
1546,Loretta Sánchez,111,Rep.,D,,S000030,None
1547,John Sarbanes,111,Rep.,D,,S001168,N00027751
1548,Steve Scalise,111,Rep.,R,,S001176,N00009660
1549,Jan Schakowsky,111,Rep.,D,,S001145,N00004724
1550,Mark Schauer,111,Rep.,D,,S001178,None
1551,Adam Schiff,111,Rep.,D,,S001150,N00009585
1552,Jean Schmidt,111,Rep.,R,,S001164,None
1553,Aaron Schock,111,Rep.,R,,S001179,None
1554,Kurt Schrader,111,Rep.,D,,S001180,N00030071
1555,Allyson Schwartz,111,Rep.,D,,S001162,None
1556,David Scott,111,Rep.,D,,S001157,N00024871
1557,Robert Scott,111,Rep.,D,,S000185,N00002147
1558,F. Sensenbrenner,111,Rep.,R,,S000244,N00004291
1559,José Serrano,111,Rep.,D,,S000248,N00001813
1560,Pete Sessions,111,Rep.,R,,S000250,N00005681
1561,Joe Sestak,111,Rep.,D,,S001169,None
1562,John Shadegg,111,Rep.,R,,S000275,None
1563,Carol Shea-Porter,111,Rep.,D,,S001170,N00028091
1564,Brad Sherman,111,Rep.,D,,S000344,N00006897
1565,John Shimkus,111,Rep.,R,,S000364,N00004961
1566,Heath Shuler,111,Rep.,D,,S001171,None
1567,Bill Shuster,111,Rep.,R,,S001154,N00013770
1568,Mike Simpson,111,Rep.,R,,S001148,N00006263
1569,Albio Sires,111,Rep.,D,,S001165,N00027523
1570,Ike Skelton,111,Rep.,D,,S000465,None
1571,Louise Slaughter,111,Rep.,D,,S000480,N00001311
1572,Adrian Smith,111,Rep.,R,,S001172,N00027623
1573,Adam Smith,111,Rep.,D,,S000510,N00007833
1574,Christopher Smith,111,Rep.,R,,S000522,N00009816
1575,Lamar Smith,111,Rep.,R,,S000583,N00001811
1576,Vic Snyder,111,Rep.,D,,S000672,None
1577,Hilda Solis,111,Rep.,D,,S001153,None
1578,Mark Souder,111,Rep.,R,,S001143,None
1579,Zack Space,111,Rep.,D,,S001173,None
1580,Jackie Speier,111,Rep.,D,,S001175,N00029649
1581,John Spratt,111,Rep.,D,,S000749,None
1582,Pete Stark,111,Rep.,D,,S000810,None
1583,Cliff Stearns,111,Rep.,R,,S000822,None
1584,Bart Stupak,111,Rep.,D,,S001045,None
1585,Marlin Stutzman,111,Rep.,R,,S001188,None
1586,John Sullivan,111,Rep.,R,,S001155,None
1587,Betty Sutton,111,Rep.,D,,S001174,None
1588,John Tanner,111,Rep.,D,,T000038,None
1589,Ellen Tauscher,111,Rep.,D,,T000057,None
1590,Gene Taylor,111,Rep.,D,,T000074,None
1591,Harry Teague,111,Rep.,D,,T000466,None
1592,Lee Terry,111,Rep.,R,,T000459,None
1593,Mike Thompson,111,Rep.,D,,T000460,N00007419
1594,Glenn Thompson,111,Rep.,R,,T000467,N00029736
1595,Bennie Thompson,111,Rep.,D,,T000193,N00003288
1596,William Thornberry,111,Rep.,R,,T000238,N00006052
1597,Todd Tiahrt,111,Rep.,R,,T000260,None
1598,Pat Tiberi,111,Rep.,R,,T000462,N00009699
1599,John Tierney,111,Rep.,D,,T000266,None
1600,Dina Titus,111,Rep.,D,,T000468,N00030191
1601,Paul Tonko,111,Rep.,D,,T000469,N00030196
1602,Edolphus Towns,111,Rep.,D,,T000326,None
1603,Niki Tsongas,111,Rep.,D,,T000465,N00029026
1604,Michael Turner,111,Rep.,R,,T000463,N00025175
1605,Fred Upton,111,Rep.,R,,U000031,N00004133
1606,Chris Van Hollen,111,Rep.,D,,V000128,N00013820
1607,Nydia Velázquez,111,Rep.,D,,V000081,N00001102
1608,Peter Visclosky,111,Rep.,D,,V000108,N00003813
1609,Greg Walden,111,Rep.,R,,W000791,N00007690
1610,Tim Walz,111,Rep.,D,,W000799,N00027467
1611,Zach Wamp,111,Rep.,R,,W000119,None
1612,Debbie Wasserman Schultz,111,Rep.,D,,W000797,N00026106
1613,Maxine Waters,111,Rep.,D,,W000187,N00006690
1614,Diane Watson,111,Rep.,D,,W000794,None
1615,Melvin Watt,111,Rep.,D,,W000207,None
1616,Henry Waxman,111,Rep.,D,,W000215,None
1617,Anthony Weiner,111,Rep.,D,,W000792,None
1618,Peter Welch,111,Rep.,D,,W000800,N00000515
1619,Lynn Westmoreland,111,Rep.,R,,W000796,None
1620,Robert Wexler,111,Rep.,D,,W000314,None
1621,Edward Whitfield,111,Rep.,R,,W000413,None
1622,Charlie Wilson,111,Rep.,D,,W000801,None
1623,Joe Wilson,111,Rep.,R,,W000795,N00024809
1624,Robert Wittman,111,Rep.,R,,W000804,N00029459
1625,Frank Wolf,111,Rep.,R,,W000672,None
1626,Lynn Woolsey,111,Rep.,D,,W000738,None
1627,David Wu,111,Rep.,D,,W000793,None
1628,John Yarmuth,111,Rep.,D,,Y000062,N00028073
1629,C. W. Bill Young,111,Rep.,R,,Y000031,None
1630,Don Young,111,Rep.,R,,Y000033,N00007999
1631,Gary Ackerman,112,Rep.,D,,A000022,None
1632,Sandra Adams,112,Rep.,R,,A000366,None
1633,Robert Aderholt,112,Rep.,R,,A000055,N00003028
1634,Todd Akin,112,Rep.,R,,A000358,None
1635,Rodney Alexander,112,Rep.,R,,A000361,None
1636,Jason Altmire,112,Rep.,D,,A000362,None
1637,Justin Amash,112,Rep.,R,,A000367,N00031938
1638,Mark Amodei,112,Rep.,R,,A000369,N00031177
1639,Robert Andrews,112,Rep.,D,,A000210,None
1640,Steve Austria,112,Rep.,R,,A000365,None
1641,Joe Baca,112,Rep.,D,,B001234,None
1642,Michele Bachmann,112,Rep.,R,,B001256,None
1643,Spencer Bachus,112,Rep.,R,,B000013,None
1644,Tammy Baldwin,112,Rep.,D,,B001230,N00004367
1645,Ron Barber,112,Rep.,D,,B001279,None
1646,Lou Barletta,112,Rep.,R,,B001269,N00025495
1647,John Barrow,112,Rep.,D,,B001252,None
1648,Roscoe Bartlett,112,Rep.,R,,B000208,None
1649,Joe Barton,112,Rep.,R,,B000213,N00005656
1650,Charles Bass,112,Rep.,R,,B000220,None
1651,Karen Bass,112,Rep.,D,,B001270,N00031877
1652,Xavier Becerra,112,Rep.,D,,B000287,None
1653,Dan Benishek,112,Rep.,R,,B001271,None
1654,Rick Berg,112,Rep.,R,,B001272,None
1655,Shelley Berkley,112,Rep.,D,,B001231,None
1656,Howard Berman,112,Rep.,D,,B000410,None
1657,Judy Biggert,112,Rep.,R,,B001232,None
1658,Brian Bilbray,112,Rep.,R,,B000461,None
1659,Gus Bilirakis,112,Rep.,R,,B001257,N00027462
1660,Timothy Bishop,112,Rep.,D,,B001242,None
1661,Rob Bishop,112,Rep.,R,,B001250,N00025292
1662,Sanford Bishop,112,Rep.,D,,B000490,N00002674
1663,Diane Black,112,Rep.,R,,B001273,N00031539
1664,Marsha Blackburn,112,Rep.,R,,B001243,N00003105
1665,Earl Blumenauer,112,Rep.,D,,B000574,N00007727
1666,John Boehner,112,Rep.,R,,B000589,None
1667,Suzanne Bonamici,112,Rep.,D,,B001278,N00033474
1668,Jo Bonner,112,Rep.,R,,B001244,None
1669,Mary Bono Mack,112,Rep.,R,,B001228,None
1670,Madeleine Bordallo,112,Del.,D,,B001245,N00024866
1671,Dan Boren,112,Rep.,D,,B001254,None
1672,Leonard Boswell,112,Rep.,D,,B000652,None
1673,Charles Boustany,112,Rep.,R,,B001255,None
1674,Kevin Brady,112,Rep.,R,,B000755,N00005883
1675,Robert Brady,112,Rep.,D,,B001227,N00001619
1676,Bruce Braley,112,Rep.,D,,B001259,None
1677,Mo Brooks,112,Rep.,R,,B001274,N00030910
1678,Paul Broun,112,Rep.,R,,B001262,None
1679,Corrine Brown,112,Rep.,D,,B000911,None
1680,Vern Buchanan,112,Rep.,R,,B001260,N00027626
1681,Larry Bucshon,112,Rep.,R,,B001275,N00031227
1682,Ann Marie Buerkle,112,Rep.,R,,B001276,None
1683,Michael Burgess,112,Rep.,R,,B001248,N00025219
1684,Dan Burton,112,Rep.,R,,B001149,None
1685,G. Butterfield,112,Rep.,D,,B001251,N00027035
1686,Ken Calvert,112,Rep.,R,,C000059,N00007099
1687,Dave Camp,112,Rep.,R,,C000071,None
1688,John Campbell,112,Rep.,R,,C001064,None
1689,Francisco Canseco,112,Rep.,R,,C001082,None
1690,Eric Cantor,112,Rep.,R,,C001046,None
1691,Shelley Capito,112,Rep.,R,,C001047,N00009771
1692,Lois Capps,112,Rep.,D,,C001036,None
1693,Michael Capuano,112,Rep.,D,H8MA08071,C001037,N00000267
1694,Dennis Cardoza,112,Rep.,D,,C001050,None
1695,Russ Carnahan,112,Rep.,D,,C001060,None
1696,John Carney,112,Rep.,D,,C001083,None
1697,André Carson,112,Rep.,D,,C001072,N00029513
1698,John Carter,112,Rep.,R,,C001051,N00025095
1699,Bill Cassidy,112,Rep.,R,,C001075,N00030245
1700,Kathy Castor,112,Rep.,D,,C001066,N00027514
1701,Steven Chabot,112,Rep.,R,,C000266,N00003689
1702,Jason Chaffetz,112,Rep.,R,,C001076,N00028958
1703,Ben Chandler,112,Rep.,D,,C001058,None
1704,Donna Christensen,112,Del.,D,,C000380,None
1705,Judy Chu,112,Rep.,D,,C001080,N00030600
1706,David Cicilline,112,Rep.,D,,C001084,N00032019
1707,Hansen Clarke,112,Rep.,D,,C001085,None
1708,Yvette Clarke,112,Rep.,D,,C001067,N00026961
1709,William Clay,112,Rep.,D,,C001049,N00012460
1710,Emanuel Cleaver,112,Rep.,D,,C001061,N00026790
1711,James Clyburn,112,Rep.,D,,C000537,N00002408
1712,Howard Coble,112,Rep.,R,,C000556,None
1713,Mike Coffman,112,Rep.,R,,C001077,N00024753
1714,Steve Cohen,112,Rep.,D,,C001068,N00003225
1715,Tom Cole,112,Rep.,R,,C001053,N00025726
1716,K. Conaway,112,Rep.,R,,C001062,N00026041
1717,Gerald Connolly,112,Rep.,D,,C001078,N00029891
1718,John Conyers,112,Rep.,D,,C000714,N00004029
1719,Jim Cooper,112,Rep.,D,,C000754,N00003132
1720,Jim Costa,112,Rep.,D,,C001059,N00026341
1721,Jerry Costello,112,Rep.,D,,C000794,None
1722,Joe Courtney,112,Rep.,D,,C001069,N00024842
1723,Chip Cravaack,112,Rep.,R,,C001086,None
1724,Rick Crawford,112,Rep.,R,,C001087,N00030770
1725,Ander Crenshaw,112,Rep.,R,,C001045,None
1726,Mark Critz,112,Rep.,D,,C001081,None
1727,Joseph Crowley,112,Rep.,D,,C001038,N00001127
1728,Henry Cuellar,112,Rep.,D,,C001063,N00024978
1729,John Culberson,112,Rep.,R,,C001048,N00009738
1730,Elijah Cummings,112,Rep.,D,,C000984,N00001971
1731,David Curson,112,Rep.,D,,C001089,None
1732,Susan Davis,112,Rep.,D,,D000598,N00009604
1733,Geoff Davis,112,Rep.,R,,D000603,None
1734,Danny Davis,112,Rep.,D,,D000096,N00004884
1735,Peter DeFazio,112,Rep.,D,,D000191,N00007781
1736,Diana DeGette,112,Rep.,D,,D000197,N00006134
1737,Rosa DeLauro,112,Rep.,D,,D000216,N00000615
1738,Suzan DelBene,112,Rep.,D,,D000617,N00030693
1739,Jeffrey Denham,112,Rep.,R,,D000612,N00031593
1740,Charlie Dent,112,Rep.,R,,D000604,N00026171
1741,Scott DesJarlais,112,Rep.,R,,D000616,N00030957
1742,Ted Deutch,112,Rep.,D,,D000610,N00031317
1743,Mario Diaz-Balart,112,Rep.,R,,D000600,N00025337
1744,Norman Dicks,112,Rep.,D,,D000327,None
1745,John Dingell,112,Rep.,D,,D000355,None
1746,Lloyd Doggett,112,Rep.,D,,D000399,N00006023
1747,Robert Dold,112,Rep.,R,,D000613,None
1748,Joe Donnelly,112,Rep.,D,,D000607,N00026586
1749,Mike Doyle,112,Rep.,D,,D000482,N00001373
1750,David Dreier,112,Rep.,R,,D000492,None
1751,Sean Duffy,112,Rep.,R,,D000614,N00030967
1752,Jeffrey Duncan,112,Rep.,R,,D000615,N00030752
1753,John Duncan,112,Rep.,R,,D000533,N00003209
1754,Donna Edwards,112,Rep.,D,,E000290,None
1755,Keith Ellison,112,Rep.,D,,E000288,N00028257
1756,Renee Ellmers,112,Rep.,R,,E000291,None
1757,Jo Ann Emerson,112,Rep.,R,,E000172,None
1758,Eliot Engel,112,Rep.,D,,E000179,N00001003
1759,Anna Eshoo,112,Rep.,D,,E000215,N00007335
1760,Eni Faleomavaega,112,Del.,D,,F000010,None
1761,Blake Farenthold,112,Rep.,R,,F000460,N00031672
1762,Sam Farr,112,Rep.,D,,F000030,None
1763,Chaka Fattah,112,Rep.,D,,F000043,None
1764,Bob Filner,112,Rep.,D,,F000116,None
1765,Stephen Fincher,112,Rep.,R,,F000458,None
1766,Michael Fitzpatrick,112,Rep.,R,,F000451,None
1767,Jeff Flake,112,Rep.,R,,F000444,N00009573
1768,Chuck Fleischmann,112,Rep.,R,,F000459,N00030815
1769,John Fleming,112,Rep.,R,,F000456,None
1770,Bill Flores,112,Rep.,R,,F000461,N00031545
1771,J. Forbes,112,Rep.,R,,F000445,None
1772,Jeff Fortenberry,112,Rep.,R,,F000449,N00026631
1773,Virginia Foxx,112,Rep.,R,,F000450,N00026166
1774,Barney Frank,112,Rep.,D,,F000339,None
1775,Trent Franks,112,Rep.,R,,F000448,N00006423
1776,Rodney Frelinghuysen,112,Rep.,R,,F000372,N00000684
1777,Marcia Fudge,112,Rep.,D,,F000455,N00030490
1778,Elton Gallegly,112,Rep.,R,,G000021,None
1779,John Garamendi,112,Rep.,D,,G000559,N00030856
1780,Cory Gardner,112,Rep.,R,,G000562,N00030780
1781,Scott Garrett,112,Rep.,R,,G000548,None
1782,Jim Gerlach,112,Rep.,R,,G000549,None
1783,Bob Gibbs,112,Rep.,R,,G000563,N00031128
1784,Chris Gibson,112,Rep.,R,,G000564,None
1785,Gabrielle Giffords,112,Rep.,D,,G000554,None
1786,Phil Gingrey,112,Rep.,R,,G000550,None
1787,Louie Gohmert,112,Rep.,R,,G000552,N00026148
1788,Charlie Gonzalez,112,Rep.,D,,G000544,None
1789,Robert Goodlatte,112,Rep.,R,,G000289,N00009154
1790,Paul Gosar,112,Rep.,R,,G000565,N00030771
1791,Trey Gowdy,112,Rep.,R,,G000566,N00030880
1792,Kay Granger,112,Rep.,R,,G000377,N00008799
1793,Sam Graves,112,Rep.,R,,G000546,N00013323
1794,Tom Graves,112,Rep.,R,,G000560,N00030788
1795,Al Green,112,Rep.,D,,G000553,N00026686
1796,Gene Green,112,Rep.,D,,G000410,N00005870
1797,Tim Griffin,112,Rep.,R,,G000567,None
1798,Morgan Griffith,112,Rep.,R,,G000568,N00032029
1799,Raúl Grijalva,112,Rep.,D,,G000551,N00025284
1800,Mike Grimm,112,Rep.,R,,G000569,None
1801,Frank Guinta,112,Rep.,R,,G000570,None
1802,Brett Guthrie,112,Rep.,R,,G000558,N00029675
1803,Luis Gutiérrez,112,Rep.,D,,G000535,N00004874
1804,Janice Hahn,112,Rep.,D,,H001063,None
1805,Ralph Hall,112,Rep.,R,,H000067,None
1806,Colleen Hanabusa,112,Rep.,D,,H001050,N00025881
1807,Richard Hanna,112,Rep.,R,,H001051,None
1808,Jane Harman,112,Rep.,D,,H000213,None
1809,Gregg Harper,112,Rep.,R,,H001045,N00029632
1810,Andy Harris,112,Rep.,R,,H001052,N00029147
1811,Vicky Hartzler,112,Rep.,R,,H001053,N00031005
1812,Doc Hastings,112,Rep.,R,,H000329,None
1813,Alcee Hastings,112,Rep.,D,,H000324,N00002884
1814,Nan Hayworth,112,Rep.,R,,H001054,None
1815,Joe Heck,112,Rep.,R,,H001055,None
1816,Martin Heinrich,112,Rep.,D,,H001046,N00029835
1817,Dean Heller,112,Rep.,R,,H001041,N00027522
1818,Jeb Hensarling,112,Rep.,R,,H001036,N00024922
1819,Wally Herger,112,Rep.,R,,H000528,None
1820,Jaime Herrera Beutler,112,Rep.,R,,H001056,N00031559
1821,Brian Higgins,112,Rep.,D,,H001038,N00027060
1822,Jim Himes,112,Rep.,D,,H001047,N00029070
1823,Maurice Hinchey,112,Rep.,D,,H000627,None
1824,Rubén Hinojosa,112,Rep.,D,,H000636,None
1825,Mazie Hirono,112,Rep.,D,,H001042,N00028139
1826,Kathy Hochul,112,Rep.,D,,H001062,None
1827,Tim Holden,112,Rep.,D,,H000712,None
1828,Rush Holt,112,Rep.,D,,H001032,None
1829,Michael Honda,112,Rep.,D,,H001034,None
1830,Steny Hoyer,112,Rep.,D,,H000874,N00001821
1831,Tim Huelskamp,112,Rep.,R,,H001057,None
1832,Bill Huizenga,112,Rep.,R,,H001058,N00030673
1833,Randy Hultgren,112,Rep.,R,,H001059,N00031104
1834,Duncan Hunter,112,Rep.,R,,H001048,N00029258
1835,Robert Hurt,112,Rep.,R,,H001060,None
1836,Jay Inslee,112,Rep.,D,,I000026,None
1837,Steve Israel,112,Rep.,D,,I000057,None
1838,Darrell Issa,112,Rep.,R,,I000056,N00007017
1839,Jesse Jackson,112,Rep.,D,,J000283,None
1840,Sheila Jackson Lee,112,Rep.,D,,J000032,N00005818
1841,Lynn Jenkins,112,Rep.,R,,J000290,N00029077
1842,Timothy Johnson,112,Rep.,R,,J000285,None
1843,Bill Johnson,112,Rep.,R,,J000292,N00032088
1844,Eddie Johnson,112,Rep.,D,,J000126,N00008122
1845,Sam Johnson,112,Rep.,R,,J000174,N00008028
1846,Hank Johnson,112,Rep.,D,,J000288,N00027848
1847,Walter Jones,112,Rep.,R,,J000255,N00002299
1848,Jim Jordan,112,Rep.,R,,J000289,N00027894
1849,Marcy Kaptur,112,Rep.,D,,K000009,N00003522
1850,Bill Keating,112,Rep.,D,,K000375,N00031933
1851,Mike Kelly,112,Rep.,R,,K000376,N00031647
1852,Dale Kildee,112,Rep.,D,,K000172,None
1853,Ron Kind,112,Rep.,D,,K000188,N00004403
1854,Steve King,112,Rep.,R,,K000362,N00025237
1855,Peter King,112,Rep.,R,,K000210,N00001193
1856,Jack Kingston,112,Rep.,R,,K000220,None
1857,Adam Kinzinger,112,Rep.,R,,K000378,N00030667
1858,Larry Kissell,112,Rep.,D,,K000369,None
1859,John Kline,112,Rep.,R,,K000363,None
1860,Dennis Kucinich,112,Rep.,D,,K000336,None
1861,Raúl Labrador,112,Rep.,R,,L000573,N00031377
1862,Doug Lamborn,112,Rep.,R,,L000564,N00028133
1863,Leonard Lance,112,Rep.,R,,L000567,N00000898
1864,Jeff Landry,112,Rep.,R,,L000574,None
1865,Jim Langevin,112,Rep.,D,,L000559,N00009724
1866,James Lankford,112,Rep.,R,,L000575,N00031129
1867,Rick Larsen,112,Rep.,D,,L000560,N00009759
1868,John Larson,112,Rep.,D,,L000557,N00000575
1869,Tom Latham,112,Rep.,R,,L000111,None
1870,Steven LaTourette,112,Rep.,R,,L000553,None
1871,Robert Latta,112,Rep.,R,,L000566,N00012233
1872,Barbara Lee,112,Rep.,D,,L000551,N00008046
1873,Christopher Lee,112,Rep.,R,,L000568,None
1874,Sander Levin,112,Rep.,D,,L000263,N00003950
1875,Jerry Lewis,112,Rep.,R,,L000274,None
1876,John Lewis,112,Rep.,D,,L000287,N00002577
1877,Daniel Lipinski,112,Rep.,D,,L000563,N00027239
1878,Frank LoBiondo,112,Rep.,R,,L000554,N00000851
1879,Dave Loebsack,112,Rep.,D,,L000565,N00027741
1880,Zoe Lofgren,112,Rep.,D,,L000397,N00007479
1881,Billy Long,112,Rep.,R,,L000576,N00030676
1882,Nita Lowey,112,Rep.,D,,L000480,N00001024
1883,Frank Lucas,112,Rep.,R,,L000491,N00005559
1884,Blaine Luetkemeyer,112,Rep.,R,,L000569,N00030026
1885,Ben Luján,112,Rep.,D,,L000570,N00029562
1886,Cynthia Lummis,112,Rep.,R,,L000571,None
1887,Dan Lungren,112,Rep.,R,,L000517,None
1888,Stephen Lynch,112,Rep.,D,,L000562,N00013855
1889,Connie Mack,112,Rep.,R,,M001155,None
1890,Carolyn Maloney,112,Rep.,D,,M000087,N00000078
1891,Donald Manzullo,112,Rep.,R,,M001138,None
1892,Kenny Marchant,112,Rep.,R,,M001158,N00026710
1893,Tom Marino,112,Rep.,R,,M001179,N00031777
1894,Edward Markey,112,Rep.,D,,M000133,N00000270
1895,Thomas Massie,112,Rep.,R,,M001184,N00034041
1896,Jim Matheson,112,Rep.,D,,M001142,None
1897,Doris Matsui,112,Rep.,D,,M001163,N00027459
1898,Kevin McCarthy,112,Rep.,R,,M001165,N00028152
1899,Carolyn McCarthy,112,Rep.,D,,M000309,None
1900,Michael McCaul,112,Rep.,R,,M001157,N00026460
1901,Tom McClintock,112,Rep.,R,,M001177,N00006863
1902,Betty McCollum,112,Rep.,D,,M001143,N00012942
1903,Thaddeus McCotter,112,Rep.,R,,M001147,None
1904,Jim McDermott,112,Rep.,D,,M000404,None
1905,Jim McGovern,112,Rep.,D,,M000312,N00000179
1906,Patrick McHenry,112,Rep.,R,,M001156,N00026627
1907,Mike McIntyre,112,Rep.,D,,M000485,None
1908,Howard McKeon,112,Rep.,R,,M000508,None
1909,David McKinley,112,Rep.,R,,M001180,N00031681
1910,Cathy McMorris Rodgers,112,Rep.,R,,M001159,N00026314
1911,Jerry McNerney,112,Rep.,D,,M001166,N00026926
1912,Pat Meehan,112,Rep.,R,,M001181,N00031134
1913,Gregory Meeks,112,Rep.,D,,M001137,N00001171
1914,John Mica,112,Rep.,R,,M000689,None
1915,Michael Michaud,112,Rep.,D,,M001149,None
1916,Jeff Miller,112,Rep.,R,,M001144,None
1917,George Miller,112,Rep.,D,,M000725,None
1918,Candice Miller,112,Rep.,R,,M001150,None
