Recipient,Party,Chamber,Coal Ratio,Hydro Ratio,Nuclear Ratio,Oil Ratio,Solar Ratio,Wind Ratio
"Portman, Rob",0,0,0.07853705486044274,0.2252165543792108,0.28912415784408085,0.3320500481231954,0.015399422521655439,0.059672762271414825
"Blunt, Roy",0,0,0.20675944333996024,0.1550695825049702,0.22664015904572565,0.35785288270377735,0.0,0.0536779324055666
"Angle, Sharron",0,0,0.45454545454545453,0.0,0.0,0.5454545454545454,0.0,0.0
"Fiorina, Carly",0,0,0.15384615384615385,0.0,0.0,0.8461538461538461,0.0,0.0
"Buck, Ken",0,0,0.1866977829638273,0.011668611435239206,0.011668611435239206,0.7899649941656943,0.0,0.0
"Mongiardo, Daniel",0,0,1.0,0.0,0.0,0.0,0.0,0.0
"Rubio, Marco",0,0,0.05618518637428966,0.14848942113205124,0.17658201431919607,0.5826243297909911,0.0,0.03611904838347192
"Toomey, Pat",0,0,0.1433552886478109,0.18016272762495156,0.21115846571096475,0.4168926772568772,0.0,0.048430840759395584
"Kirk, Mark",0,0,0.251063829787234,0.05531914893617021,0.05531914893617021,0.5063829787234042,0.02127659574468085,0.11063829787234042
"Burr, Richard",0,0,0.08670520231213873,0.16473988439306358,0.18786127167630057,0.47398843930635837,0.005780346820809248,0.08092485549132948
"Rossi, Dino",0,0,0.13636363636363635,0.0,0.0,0.8636363636363636,0.0,0.0
"Templeman, Mike",0,0,1.0,0.0,0.0,0.0,0.0,0.0
"Johnson, Ron",0,0,0.07792207792207792,0.15584415584415584,0.2077922077922078,0.5064935064935064,0.0,0.05194805194805195
"McKinley, David",0,0,0.28205128205128205,0.14595660749506903,0.20907297830374755,0.35502958579881655,0.0,0.007889546351084813
"Bayh, Evan",0,0,0.14788732394366197,0.2112676056338028,0.29577464788732394,0.2887323943661972,0.0,0.056338028169014086
"Young, Todd",0,0,0.1935483870967742,0.0967741935483871,0.0967741935483871,0.43548387096774194,0.0,0.1774193548387097
"Sullivan, John",0,0,0.05641025641025641,0.09230769230769231,0.20256410256410257,0.6230769230769231,0.0,0.02564102564102564
"Burns, Timothy R",0,0,0.24489795918367346,0.04081632653061224,0.04081632653061224,0.673469387755102,0.0,0.0
"Gibbs, Bob",0,0,0.16304347826086957,0.11956521739130435,0.20652173913043478,0.4673913043478261,0.0,0.043478260869565216
"Boren, Dan",0,0,0.05260594252313687,0.034096444227959086,0.043838285435947394,0.8694593278129567,0.0,0.0
"Whitfield, Ed",0,0,0.1056768558951965,0.23580786026200873,0.33973799126637555,0.2724890829694323,0.0034934497816593887,0.04279475982532751
"Rogers, Hal",0,0,0.3452054794520548,0.08493150684931507,0.19726027397260273,0.26575342465753427,0.0,0.10684931506849316
"Manchin, Joe",0,0,0.15816326530612246,0.2602040816326531,0.3622448979591837,0.19387755102040816,0.0,0.025510204081632654
"Davis, Geoff",0,0,0.18285714285714286,0.10285714285714286,0.10285714285714286,0.46285714285714286,0.0,0.14857142857142858
"Hurt, Robert",0,0,0.0718562874251497,0.0718562874251497,0.16766467065868262,0.5209580838323353,0.0,0.16766467065868262
"Chabot, Steve",0,0,0.01391304347826087,0.25043478260869567,0.25043478260869567,0.3773913043478261,0.0,0.10782608695652174
"Altmire, Jason",0,0,0.19833596128482037,0.2776703457987485,0.3421295332163151,0.10748817421830839,0.0,0.07437598548180763
"Specter, Arlen",0,0,0.15950920245398773,0.19631901840490798,0.19631901840490798,0.4110429447852761,0.0,0.03680981595092025
"Bunning, Jim",0,0,0.12,0.2,0.38,0.18,0.0,0.12
"Costello, Jerry F",0,0,0.19708029197080293,0.26277372262773724,0.3722627737226277,0.06569343065693431,0.0,0.10218978102189781
"Harris, Andy",0,0,0.12777777777777777,0.0,0.0,0.8722222222222222,0.0,0.0
"Maynard, Elliott",0,0,1.0,0.0,0.0,0.0,0.0,0.0
"Donnelly, Joe",0,0,0.136986301369863,0.3013698630136986,0.3424657534246575,0.0,0.0410958904109589,0.1780821917808219
"Griffith, Morgan",0,0,0.22807017543859648,0.1337719298245614,0.19956140350877194,0.37719298245614036,0.0,0.06140350877192982
