Recipient,Party,Chamber,Coal Total,Hydro Total,Nuclear Total,Oil Total,Solar Total,Wind Total,Total,PAC Total,FEC Candidate ID,ID,Coal Ratio,Hydro Ratio,Nuclear Ratio,Oil Ratio,Solar Ratio,Wind Ratio
"Portman, Rob",Republican,Senate,20400,40000,48000,82250,0,13500,204150,2018764.0,S0OH00133,P000449,0.010105193078537165,0.01981410407556307,0.02377692489067568,0.040742751505376554,0.0,0.006687260125502535
"Blunt, Roy",Republican,House,38000,34000,51000,90000,0,9500,222500,222500.0,H6MO07128,B000575,0.1707865168539326,0.15280898876404495,0.2292134831460674,0.4044943820224719,0.0,0.04269662921348315
"Buck, Ken",Republican,Senate,15000,0,0,38500,0,0,53500,498547.0,S0CO00237,B001297,0.030087434083446496,0.0,0.0,0.07722441414751267,0.0,0.0
"Rubio, Marco",Republican,Senate,5000,4500,4500,61488,0,4500,79988,1260653.0,S0FL00338,R000595,0.003966198470157926,0.0035695786231421333,0.0035695786231421333,0.04877472230661411,0.0,0.0035695786231421333
"Kirk, Mark",Republican,Senate,22000,2500,2500,58500,0,9500,95000,2364142.2,S0IL00261,K000360,0.00930570081613534,0.0010574660018335613,0.0010574660018335613,0.024744704442905337,0.0,0.004018370806967533
"Burr, Richard",Republican,Senate,15000,25500,29500,82000,1000,13000,166000,2721777.0,S4NC00089,B001135,0.005511105428549069,0.009368879228533418,0.01083850734281317,0.03012737634273491,0.00036740702856993796,0.0047762913714091935
"Johnson, Ron",Republican,Senate,2000,5000,5000,18500,0,2000,32500,805777.0,S0WI00197,J000293,0.0024820763064718897,0.006205190766179725,0.006205190766179725,0.022959205834864983,0.0,0.0024820763064718897
"McKinley, David",Republican,House,51000,14000,25000,44000,0,1000,135000,1204866.6099999999,H0WV01072,M001180,0.042328337076251124,0.01161954351112776,0.020749184841299572,0.036518565320687243,0.0,0.0008299673936519829
"Young, Todd",Republican,House,11000,2000,2000,12000,0,4000,31000,588303.37,H0IN09070,Y000064,0.018697836118123885,0.0033996065669316157,0.0033996065669316157,0.020397639401589694,0.0,0.006799213133863231
"Gibbs, Bob",Republican,House,21000,11000,21000,55500,0,3000,111500,1134431.44,H0OH18077,G000563,0.01851147566925684,0.009696487255325011,0.01851147566925684,0.048923185697321646,0.0,0.002644496524179549
"Manchin, Joe",Democrat,Senate,46000,59500,80500,55000,0,7500,248500,3179753.0,S0WV00090,M001183,0.014466532463370582,0.01871214525153369,0.02531643181089852,0.017296940988812654,0.0,0.0023586737712017252
"Hurt, Robert",Republican,House,6000,5000,11000,29000,0,9000,60000,1588720.38,H0VA05095,H001060,0.003776624304397732,0.003147186920331443,0.006923811224729176,0.01825368413792237,0.0,0.005664936456596598
