Recipient,Party,Chamber,Coal Total,Hydro Total,Nuclear Total,Oil Total,Solar Total,Wind Total,Total,PAC Total,FEC Candidate ID,ID,Coal Ratio,Hydro Ratio,Nuclear Ratio,Oil Ratio,Solar Ratio,Wind Ratio
"Barr, Andy",Republican,House,15250,7000,8000,41500,0,2500,74250,1988403.92,H0KY06104,B001282,0.007669467881555977,0.0035204114866158585,0.004023327413275267,0.020871010956365448,0.0,0.001257289816648521
"McConnell, Mitch",Republican,Senate,27300,16500,21500,98500,0,14000,177800,3597747.57,S2KY00012,M000355,0.007588081005916711,0.004586202805773836,0.005975961231765908,0.02737824099204381,0.0,0.0038913235927778003
"Inhofe, James M",Republican,Senate,11000,10000,12500,90000,4000,14000,141500,1633650.0,S4OK00083,I000024,0.006733388424693172,0.00612126220426652,0.00765157775533315,0.055091359838398676,0.002448504881706608,0.008569767085973127
"Tillis, Thom",Republican,Senate,16500,10000,10000,91500,1000,10000,139000,3510847.39,S4NC00162,T000476,0.004699720086665459,0.002848315204039672,0.002848315204039672,0.026062084116962998,0.0002848315204039672,0.002848315204039672
"Mooney, Alex",Republican,House,10000,11000,13500,10500,0,0,45000,682757.5,H4WV02080,M001195,0.0146464886874183,0.01611113755616013,0.019772759728014705,0.015378813121789216,0.0,0.0
"Miller, Carol",Republican,House,20000,13500,19000,16500,0,0,69000,494557.62,H8WV03097,M001205,0.040440181671854536,0.027297122628501813,0.03841817258826181,0.03336314987927999,0.0,0.0
"Bucshon, Larry",Republican,House,10000,10500,10500,7500,0,3000,41500,794500.0,H0IN08114,B001275,0.012586532410320957,0.013215859030837005,0.013215859030837005,0.009439899307740718,0.0,0.003775959723096287
"Bost, Mike",Republican,House,6000,10500,10500,16000,0,1000,44000,1028895.0,H4IL12060,B001295,0.005831498840989605,0.01020512297173181,0.01020512297173181,0.015550663575972281,0.0,0.0009719164734982676
"Griffith, Morgan",Republican,House,7500,16000,18500,30000,0,2000,74000,590900.0,H0VA09055,G000568,0.012692502961584024,0.02707733965137925,0.03130817397190726,0.050770011846336095,0.0,0.0033846674564224064
"Davis, Rodney",Republican,House,7500,22000,23000,51500,0,5000,109000,2859533.24,H2IL13120,D000619,0.0026228056715997465,0.007693563303359257,0.008043270726239223,0.01800993227831826,0.0,0.001748537114399831
"Hern, Kevin",Republican,House,5000,0,0,70000,0,0,75000,608201.0,H8OK01157,H001082,0.008220966423928932,0.0,0.0,0.11509352993500505,0.0,0.0
"McSally, Martha",Republican,Senate,14000,21500,23000,83000,1000,5500,148000,148000.0,H2AZ08102,M001197,0.0945945945945946,0.14527027027027026,0.1554054054054054,0.5608108108108109,0.006756756756756757,0.037162162162162164
"Gardner, Cory",Republican,Senate,30500,43500,43500,143500,0,9000,270000,2806812.74,S4CO00395,G000562,0.010866417828786112,0.0154980057558097,0.0154980057558097,0.05112560519445269,0.0,0.003206483949477869
"Marshall, Roger",Republican,House,2500,12000,19500,47500,2000,3000,86500,691023.8,H6KS01179,M001198,0.003617820399239505,0.017365537916349625,0.02821899911406814,0.0687385875855506,0.002894256319391604,0.004341384479087406
"Reschenthaler, Guy",Republican,House,16500,14000,14000,57500,0,2500,104500,773715.0,H8PA18199,R000610,0.0213256819371474,0.018094518007276583,0.018094518007276583,0.07431677038702882,0.0,0.003231163929870818
"Pence, Greg",Republican,House,1000,2000,2000,24500,0,0,29500,402750.0,H8IN06129,P000615,0.002482929857231533,0.004965859714463066,0.004965859714463066,0.06083178150217256,0.0,0.0
"Johnson, Bill",Republican,House,10000,26500,31000,58500,0,2000,128000,1054225.0,H0OH06189,J000292,0.009485641110768574,0.02513694894353672,0.029405487443382578,0.05549100049799616,0.0,0.0018971282221537148
"Comer, James",Republican,House,2500,4500,4500,14500,0,0,26000,459450.0,H6KY01110,C001108,0.005441288497116117,0.009794319294809012,0.009794319294809012,0.03155947328327348,0.0,0.0
"Bishop, Dan",Republican,House,2500,12000,12000,15500,0,0,42000,770542.09,H0NC09187,B001311,0.003244469098372031,0.015573451672185747,0.015573451672185747,0.02011570840990659,0.0,0.0
"Stauber, Pete",Republican,House,2500,5500,5500,29000,0,1000,43500,937950.0,H8MN08043,S001212,0.002665387280771896,0.005863852017698171,0.005863852017698171,0.030918492456953994,0.0,0.0010661549123087584
"Shimkus, John",Republican,House,8000,25000,25000,29500,0,0,87500,380500.0,H2IL20042,S000364,0.02102496714848883,0.0657030223390276,0.0657030223390276,0.07752956636005257,0.0,0.0
"Armstrong, Kelly",Republican,House,23000,11000,8000,54500,0,2000,98500,733023.31,H8ND00096,A000377,0.03137690123387754,0.015006344068376214,0.010913704777000884,0.07434961379331852,0.0,0.002728426194250221
"Lummis, Cynthia",Republican,Senate,11500,9000,9000,58500,0,0,88000,88000.0,H8WY00148,L000571,0.13068181818181818,0.10227272727272728,0.10227272727272728,0.6647727272727273,0.0,0.0
"Cheney, Liz",Republican,House,29000,10500,10500,70000,0,5000,125000,1292490.0,H6WY00159,C001109,0.022437310926970423,0.008123853956316877,0.008123853956316877,0.05415902637544585,0.0,0.0038685018839604173
"Foxx, Virginia",Republican,House,10000,4500,4500,11000,0,0,30000,814570.0,H4NC05146,F000450,0.012276415777649558,0.0055243870999423005,0.0055243870999423005,0.013504057355414514,0.0,0.0
"Simpson, Mike",Republican,House,1500,9000,9000,17500,0,0,37000,747352.99,H8ID02064,S001148,0.002007083694145654,0.012042502164873924,0.012042502164873924,0.023415976431699296,0.0,0.0
"Rounds, Mike",Republican,Senate,1500,14000,11000,35500,0,4000,66000,1490350.0,S4SD00049,R000605,0.0010064749890965209,0.009393766564900862,0.0073808165867078205,0.023819908075284328,0.0,0.002683933304257389
"Capito, Shelley Moore",Republican,Senate,28999,26500,30000,92000,0,2500,179999,179999.0,H0WV02138,C001047,0.16110645059139217,0.14722304012800072,0.16666759259773664,0.5111139506330591,0.0,0.013888966049811389
"Loeffler, Kelly",Republican,Senate,1000,13000,13000,18500,0,0,45500,838870.86,S0GA00526,L000594,0.0011920785995594126,0.015497021794272363,0.015497021794272363,0.022053454091849133,0.0,0.0
"McKinley, David",Republican,House,19500,15000,22500,32500,0,2000,91500,786127.01,H0WV01072,M001180,0.024805152032621295,0.019080886178939455,0.028621329268409185,0.04134192005436882,0.0,0.0025441181571919276
